#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             5.80          6.00        -26.10        -23.58    1298028.16
             6.00          6.20        -26.10        -23.58    1925692.60
             6.20          6.40        -26.10        -23.58    2926804.88
             6.40          6.60        -26.10        -23.58    3956017.86
             6.60          6.80        -26.10        -23.58    5255349.64
             6.80          7.00        -26.10        -23.58    6493359.98
             7.00          7.20        -26.10        -23.58    8579323.12
             7.20          7.40        -26.10        -23.58   10955167.42
             7.40          7.60        -26.10        -23.58   12918223.17
             7.60          7.80        -26.10        -23.58   14946620.73
             7.80          8.00        -26.10        -23.58   18532808.90
             8.00          8.20        -26.10        -23.58   21640829.15
             8.20          8.40        -26.10        -23.58   25899734.77
             8.40          8.60        -26.10        -23.58   28602750.94
             8.60          8.80        -26.10        -23.58   34386698.37
             8.80          9.00        -26.10        -23.58   37832066.04
             9.00          9.20        -26.10        -23.58          0.00
             9.20          9.40        -26.10        -23.58          0.00
             9.40          9.60        -26.10        -23.58          0.00
             9.60          9.80        -26.10        -23.58          0.00
             9.80         10.00        -26.10        -23.58          0.00
             2.00          2.20        -23.58        -21.10          0.00
             2.20          2.40        -23.58        -21.10          0.00
             2.40          2.60        -23.58        -21.10          0.00
             2.60          2.80        -23.58        -21.10          0.00
             2.80          3.00        -23.58        -21.10          0.00
             3.00          3.20        -23.58        -21.10          0.00
             3.20          3.40        -23.58        -21.10          0.00
             3.40          3.60        -23.58        -21.10          0.00
             3.60          3.80        -23.58        -21.10          0.00
             3.80          4.00        -23.58        -21.10          0.00
             4.00          4.20        -23.58        -21.10          0.00
             4.20          4.40        -23.58        -21.10        514.34
             4.40          4.60        -23.58        -21.10       2534.60
             4.60          4.80        -23.58        -21.10      10828.05
             4.80          5.00        -23.58        -21.10      32193.72
             5.00          5.20        -23.58        -21.10      94147.23
             5.20          5.40        -23.58        -21.10     204646.79
             5.40          5.60        -23.58        -21.10     486209.43
             5.60          5.80        -23.58        -21.10     848349.96
             5.80          6.00        -23.58        -21.10    1412460.08
             6.00          6.20        -23.58        -21.10    2110920.64
             6.20          6.40        -23.58        -21.10    3142059.66
             6.40          6.60        -23.58        -21.10    4363396.99
             6.60          6.80        -23.58        -21.10    5398443.62
             6.80          7.00        -23.58        -21.10    7272828.86
             7.00          7.20        -23.58        -21.10    8800908.24
             7.20          7.40        -23.58        -21.10   11530828.84
             7.40          7.60        -23.58        -21.10   14294163.68
             7.60          7.80        -23.58        -21.10   16513546.51
             7.80          8.00        -23.58        -21.10   20295462.12
             8.00          8.20        -23.58        -21.10   22615122.77
             8.20          8.40        -23.58        -21.10   28664204.60
             8.40          8.60        -23.58        -21.10   30994601.85
             8.60          8.80        -23.58        -21.10   36112318.23
             8.80          9.00        -23.58        -21.10   42901420.80
             9.00          9.20        -23.58        -21.10          0.00
             9.20          9.40        -23.58        -21.10          0.00
             9.40          9.60        -23.58        -21.10          0.00
             9.60          9.80        -23.58        -21.10          0.00
             9.80         10.00        -23.58        -21.10          0.00
             2.00          2.20        -21.10        -18.66          0.00
             2.20          2.40        -21.10        -18.66          0.00
             2.40          2.60        -21.10        -18.66          0.00
             2.60          2.80        -21.10        -18.66          0.00
             2.80          3.00        -21.10        -18.66          0.00
             3.00          3.20        -21.10        -18.66          0.00
             3.20          3.40        -21.10        -18.66          0.00
             3.40          3.60        -21.10        -18.66          0.00
             3.60          3.80        -21.10        -18.66          0.00
             3.80          4.00        -21.10        -18.66          0.00
             4.00          4.20        -21.10        -18.66        232.37
             4.20          4.40        -21.10        -18.66        881.85
             4.40          4.60        -21.10        -18.66       2740.73
             4.60          4.80        -21.10        -18.66      14139.05
             4.80          5.00        -21.10        -18.66      33505.44
             5.00          5.20        -21.10        -18.66      78939.06
             5.20          5.40        -21.10        -18.66     234745.80
             5.40          5.60        -21.10        -18.66     460101.91
             5.60          5.80        -21.10        -18.66     829792.19
             5.80          6.00        -21.10        -18.66    1476451.96
             6.00          6.20        -21.10        -18.66    2259899.31
             6.20          6.40        -21.10        -18.66    3216465.85
             6.40          6.60        -21.10        -18.66    4546319.58
             6.60          6.80        -21.10        -18.66    6170308.52
             6.80          7.00        -21.10        -18.66    7794962.40
             7.00          7.20        -21.10        -18.66   10033594.23
             7.20          7.40        -21.10        -18.66   12480481.71
             7.40          7.60        -21.10        -18.66   15186776.15
             7.60          7.80        -21.10        -18.66   18208523.23
             7.80          8.00        -21.10        -18.66   21397195.51
             8.00          8.20        -21.10        -18.66   25752007.22
             8.20          8.40        -21.10        -18.66   29881360.50
             8.40          8.60        -21.10        -18.66   35384280.73
             8.60          8.80        -21.10        -18.66   42071538.12
             8.80          9.00        -21.10        -18.66   49488560.02
             9.00          9.20        -21.10        -18.66          0.00
             9.20          9.40        -21.10        -18.66          0.00
             9.40          9.60        -21.10        -18.66          0.00
             9.60          9.80        -21.10        -18.66          0.00
             9.80         10.00        -21.10        -18.66          0.00
             2.00          2.20        -18.66        -16.26          0.00
             2.20          2.40        -18.66        -16.26          0.00
             2.40          2.60        -18.66        -16.26          0.00
             2.60          2.80        -18.66        -16.26          0.00
             2.80          3.00        -18.66        -16.26          0.00
             3.00          3.20        -18.66        -16.26          0.00
             3.20          3.40        -18.66        -16.26          0.00
             3.40          3.60        -18.66        -16.26          0.00
             3.60          3.80        -18.66        -16.26          0.00
             3.80          4.00        -18.66        -16.26         61.22
             4.00          4.20        -18.66        -16.26        280.81
             4.20          4.40        -18.66        -16.26       1222.64
             4.40          4.60        -18.66        -16.26       4038.72
             4.60          4.80        -18.66        -16.26      10623.40
             4.80          5.00        -18.66        -16.26      41462.56
             5.00          5.20        -18.66        -16.26     108682.78
             5.20          5.40        -18.66        -16.26     267032.39
             5.40          5.60        -18.66        -16.26     484844.00
             5.60          5.80        -18.66        -16.26     925462.20
             5.80          6.00        -18.66        -16.26    1523229.54
             6.00          6.20        -18.66        -16.26    2301829.80
             6.20          6.40        -18.66        -16.26    3428683.82
             6.40          6.60        -18.66        -16.26    4749304.22
             6.60          6.80        -18.66        -16.26    6400284.39
             6.80          7.00        -18.66        -16.26    8743815.04
             7.00          7.20        -18.66        -16.26   10915617.20
             7.20          7.40        -18.66        -16.26   14141998.34
             7.40          7.60        -18.66        -16.26   16685609.79
             7.60          7.80        -18.66        -16.26   20878100.06
             7.80          8.00        -18.66        -16.26   24705363.17
             8.00          8.20        -18.66        -16.26   29089781.16
             8.20          8.40        -18.66        -16.26   34847999.22
             8.40          8.60        -18.66        -16.26   38570938.57
             8.60          8.80        -18.66        -16.26   46860601.03
             8.80          9.00        -18.66        -16.26   54340635.48
             9.00          9.20        -18.66        -16.26          0.00
             9.20          9.40        -18.66        -16.26          0.00
             9.40          9.60        -18.66        -16.26          0.00
             9.60          9.80        -18.66        -16.26          0.00
             9.80         10.00        -18.66        -16.26          0.00
             2.00          2.20        -16.26        -13.89          0.00
             2.20          2.40        -16.26        -13.89          0.00
             2.40          2.60        -16.26        -13.89          0.00
             2.60          2.80        -16.26        -13.89          0.00
             2.80          3.00        -16.26        -13.89          0.00
             3.00          3.20        -16.26        -13.89          0.00
             3.20          3.40        -16.26        -13.89          0.00
             3.40          3.60        -16.26        -13.89          0.00
             3.60          3.80        -16.26        -13.89          0.00
             3.80          4.00        -16.26        -13.89        199.18
             4.00          4.20        -16.26        -13.89        647.66
             4.20          4.40        -16.26        -13.89       1506.83
             4.40          4.60        -16.26        -13.89       3810.42
             4.60          4.80        -16.26        -13.89      15939.67
             4.80          5.00        -16.26        -13.89      58583.89
             5.00          5.20        -16.26        -13.89     112118.17
             5.20          5.40        -16.26        -13.89     235757.74
             5.40          5.60        -16.26        -13.89     525601.75
             5.60          5.80        -16.26        -13.89     990121.62
             5.80          6.00        -16.26        -13.89    1667195.35
             6.00          6.20        -16.26        -13.89    2588822.31
             6.20          6.40        -16.26        -13.89    3964794.76
             6.40          6.60        -16.26        -13.89    5044452.97
             6.60          6.80        -16.26        -13.89    7168516.75
             6.80          7.00        -16.26        -13.89    9340249.45
             7.00          7.20        -16.26        -13.89   12210984.47
             7.20          7.40        -16.26        -13.89   14880734.12
             7.40          7.60        -16.26        -13.89   18796082.66
             7.60          7.80        -16.26        -13.89   23258177.10
             7.80          8.00        -16.26        -13.89   27306568.33
             8.00          8.20        -16.26        -13.89   33743523.66
             8.20          8.40        -16.26        -13.89   38185028.35
             8.40          8.60        -16.26        -13.89   46656317.95
             8.60          8.80        -16.26        -13.89   51637037.39
             8.80          9.00        -16.26        -13.89   60406868.70
             9.00          9.20        -16.26        -13.89          0.00
             9.20          9.40        -16.26        -13.89          0.00
             9.40          9.60        -16.26        -13.89          0.00
             9.60          9.80        -16.26        -13.89          0.00
             9.80         10.00        -16.26        -13.89          0.00
             2.00          2.20        -13.89        -11.54          0.00
             2.20          2.40        -13.89        -11.54          0.00
             2.40          2.60        -13.89        -11.54          0.00
             2.60          2.80        -13.89        -11.54          0.00
             2.80          3.00        -13.89        -11.54          0.00
             3.00          3.20        -13.89        -11.54          0.00
             3.20          3.40        -13.89        -11.54         36.86
             3.40          3.60        -13.89        -11.54         46.15
             3.60          3.80        -13.89        -11.54        287.90
             3.80          4.00        -13.89        -11.54        423.71
             4.00          4.20        -13.89        -11.54        706.59
             4.20          4.40        -13.89        -11.54       2702.14
             4.40          4.60        -13.89        -11.54      11695.52
             4.60          4.80        -13.89        -11.54      25068.26
             4.80          5.00        -13.89        -11.54      61138.30
             5.00          5.20        -13.89        -11.54     135677.60
             5.20          5.40        -13.89        -11.54     301495.29
             5.40          5.60        -13.89        -11.54     600854.21
             5.60          5.80        -13.89        -11.54    1069615.22
             5.80          6.00        -13.89        -11.54    1819593.87
             6.00          6.20        -13.89        -11.54    2810531.08
             6.20          6.40        -13.89        -11.54    4087145.58
             6.40          6.60        -13.89        -11.54    6021095.84
             6.60          6.80        -13.89        -11.54    7715290.90
             6.80          7.00        -13.89        -11.54   10432185.67
             7.00          7.20        -13.89        -11.54   13622929.63
             7.20          7.40        -13.89        -11.54   17973763.76
             7.40          7.60        -13.89        -11.54   21053968.37
             7.60          7.80        -13.89        -11.54   26356559.99
             7.80          8.00        -13.89        -11.54   31708489.60
             8.00          8.20        -13.89        -11.54   38460131.81
             8.20          8.40        -13.89        -11.54   46154652.30
             8.40          8.60        -13.89        -11.54   54449336.02
             8.60          8.80        -13.89        -11.54   63394452.28
             8.80          9.00        -13.89        -11.54   75136893.79
             9.00          9.20        -13.89        -11.54          0.00
             9.20          9.40        -13.89        -11.54          0.00
             9.40          9.60        -13.89        -11.54          0.00
             9.60          9.80        -13.89        -11.54          0.00
             9.80         10.00        -13.89        -11.54          0.00
             2.00          2.20        -11.54         -9.21          0.00
             2.20          2.40        -11.54         -9.21          0.00
             2.40          2.60        -11.54         -9.21          0.00
             2.60          2.80        -11.54         -9.21          0.00
             2.80          3.00        -11.54         -9.21          0.00
             3.00          3.20        -11.54         -9.21         33.17
             3.20          3.40        -11.54         -9.21         41.42
             3.40          3.60        -11.54         -9.21        151.02
             3.60          3.80        -11.54         -9.21        431.52
             3.80          4.00        -11.54         -9.21       1551.75
             4.00          4.20        -11.54         -9.21       4132.93
             4.20          4.40        -11.54         -9.21       8445.30
             4.40          4.60        -11.54         -9.21      18555.30
             4.60          4.80        -11.54         -9.21      42403.29
             4.80          5.00        -11.54         -9.21      98598.73
             5.00          5.20        -11.54         -9.21     205486.27
             5.20          5.40        -11.54         -9.21     400431.88
             5.40          5.60        -11.54         -9.21     678983.56
             5.60          5.80        -11.54         -9.21    1294183.31
             5.80          6.00        -11.54         -9.21    1933677.34
             6.00          6.20        -11.54         -9.21    3032391.19
             6.20          6.40        -11.54         -9.21    4258970.96
             6.40          6.60        -11.54         -9.21    6278611.93
             6.60          6.80        -11.54         -9.21    8795656.81
             6.80          7.00        -11.54         -9.21   11788596.24
             7.00          7.20        -11.54         -9.21   15002752.87
             7.20          7.40        -11.54         -9.21   18928929.20
             7.40          7.60        -11.54         -9.21   23491770.46
             7.60          7.80        -11.54         -9.21   29779133.17
             7.80          8.00        -11.54         -9.21   38041556.83
             8.00          8.20        -11.54         -9.21   47193536.69
             8.20          8.40        -11.54         -9.21   55284254.88
             8.40          8.60        -11.54         -9.21   64188806.22
             8.60          8.80        -11.54         -9.21   79692217.31
             8.80          9.00        -11.54         -9.21   92978458.22
             9.00          9.20        -11.54         -9.21          0.00
             9.20          9.40        -11.54         -9.21          0.00
             9.40          9.60        -11.54         -9.21          0.00
             9.60          9.80        -11.54         -9.21          0.00
             9.80         10.00        -11.54         -9.21          0.00
             2.00          2.20         -9.21         -6.89          0.00
             2.20          2.40         -9.21         -6.89          0.00
             2.40          2.60         -9.21         -6.89          2.25
             2.60          2.80         -9.21         -6.89         12.31
             2.80          3.00         -9.21         -6.89         41.03
             3.00          3.20         -9.21         -6.89        144.79
             3.20          3.40         -9.21         -6.89        505.68
             3.40          3.60         -9.21         -6.89        802.13
             3.60          3.80         -9.21         -6.89       2888.33
             3.80          4.00         -9.21         -6.89       6634.28
             4.00          4.20         -9.21         -6.89      11898.55
             4.20          4.40         -9.21         -6.89      23759.32
             4.40          4.60         -9.21         -6.89      56155.44
             4.60          4.80         -9.21         -6.89      88290.10
             4.80          5.00         -9.21         -6.89     165770.50
             5.00          5.20         -9.21         -6.89     364915.56
             5.20          5.40         -9.21         -6.89     598710.61
             5.40          5.60         -9.21         -6.89     968368.01
             5.60          5.80         -9.21         -6.89    1683045.89
             5.80          6.00         -9.21         -6.89    2545230.26
             6.00          6.20         -9.21         -6.89    3808696.18
             6.20          6.40         -9.21         -6.89    5154742.79
             6.40          6.60         -9.21         -6.89    7316737.99
             6.60          6.80         -9.21         -6.89   10049715.70
             6.80          7.00         -9.21         -6.89   13653753.64
             7.00          7.20         -9.21         -6.89   17044248.54
             7.20          7.40         -9.21         -6.89   23071056.07
             7.40          7.60         -9.21         -6.89   29023165.06
             7.60          7.80         -9.21         -6.89   36704746.17
             7.80          8.00         -9.21         -6.89   46311414.75
             8.00          8.20         -9.21         -6.89   57288689.94
             8.20          8.40         -9.21         -6.89   68551298.35
             8.40          8.60         -9.21         -6.89   86516276.39
             8.60          8.80         -9.21         -6.89   97950027.92
             8.80          9.00         -9.21         -6.89   116264756.10
             9.00          9.20         -9.21         -6.89          0.00
             9.20          9.40         -9.21         -6.89          0.00
             9.40          9.60         -9.21         -6.89          0.00
             9.60          9.80         -9.21         -6.89          0.00
             9.80         10.00         -9.21         -6.89          0.00
             2.00          2.20         -6.89         -4.59          0.39
             2.20          2.40         -6.89         -4.59          5.93
             2.40          2.60         -6.89         -4.59         31.87
             2.60          2.80         -6.89         -4.59         88.24
             2.80          3.00         -6.89         -4.59        363.53
             3.00          3.20         -6.89         -4.59        894.04
             3.20          3.40         -6.89         -4.59       2346.00
             3.40          3.60         -6.89         -4.59       3966.37
             3.60          3.80         -6.89         -4.59      10460.77
             3.80          4.00         -6.89         -4.59      20432.71
             4.00          4.20         -6.89         -4.59      51996.45
             4.20          4.40         -6.89         -4.59      80457.00
             4.40          4.60         -6.89         -4.59     152007.07
             4.60          4.80         -6.89         -4.59     250809.20
             4.80          5.00         -6.89         -4.59     438161.42
             5.00          5.20         -6.89         -4.59     709215.08
             5.20          5.40         -6.89         -4.59    1077766.20
             5.40          5.60         -6.89         -4.59    1705904.31
             5.60          5.80         -6.89         -4.59    2767092.58
             5.80          6.00         -6.89         -4.59    3694161.45
             6.00          6.20         -6.89         -4.59    5146944.77
             6.20          6.40         -6.89         -4.59    7552024.32
             6.40          6.60         -6.89         -4.59    9557732.66
             6.60          6.80         -6.89         -4.59   12902407.28
             6.80          7.00         -6.89         -4.59   17452471.52
             7.00          7.20         -6.89         -4.59   22237454.43
             7.20          7.40         -6.89         -4.59   29072158.65
             7.40          7.60         -6.89         -4.59   37125773.62
             7.60          7.80         -6.89         -4.59   46950854.60
             7.80          8.00         -6.89         -4.59   57215142.25
             8.00          8.20         -6.89         -4.59   71553771.54
             8.20          8.40         -6.89         -4.59   88700084.47
             8.40          8.60         -6.89         -4.59   111394545.35
             8.60          8.80         -6.89         -4.59   130727106.58
             8.80          9.00         -6.89         -4.59   154844102.17
             9.00          9.20         -6.89         -4.59          0.00
             9.20          9.40         -6.89         -4.59          0.00
             9.40          9.60         -6.89         -4.59          0.00
             9.60          9.80         -6.89         -4.59          0.00
             9.80         10.00         -6.89         -4.59          0.00
             2.00          2.20         -4.59         -2.29          4.94
             2.20          2.40         -4.59         -2.29         26.18
             2.40          2.60         -4.59         -2.29         56.14
             2.60          2.80         -4.59         -2.29        241.90
             2.80          3.00         -4.59         -2.29        777.90
             3.00          3.20         -4.59         -2.29       2109.14
             3.20          3.40         -4.59         -2.29       5452.22
             3.40          3.60         -4.59         -2.29      11701.14
             3.60          3.80         -4.59         -2.29      25394.50
             3.80          4.00         -4.59         -2.29      54946.52
             4.00          4.20         -4.59         -2.29     102593.76
             4.20          4.40         -4.59         -2.29     210937.59
             4.40          4.60         -4.59         -2.29     347168.41
             4.60          4.80         -4.59         -2.29     552131.69
             4.80          5.00         -4.59         -2.29     786229.22
             5.00          5.20         -4.59         -2.29    1321410.10
             5.20          5.40         -4.59         -2.29    1981295.15
             5.40          5.60         -4.59         -2.29    2925589.89
             5.60          5.80         -4.59         -2.29    4074879.08
             5.80          6.00         -4.59         -2.29    5634648.63
             6.00          6.20         -4.59         -2.29    7485465.51
             6.20          6.40         -4.59         -2.29   10163825.97
             6.40          6.60         -4.59         -2.29   13398294.70
             6.60          6.80         -4.59         -2.29   17703984.93
             6.80          7.00         -4.59         -2.29   23094895.79
             7.00          7.20         -4.59         -2.29   30228745.81
             7.20          7.40         -4.59         -2.29   38602268.57
             7.40          7.60         -4.59         -2.29   48680803.69
             7.60          7.80         -4.59         -2.29   61556773.50
             7.80          8.00         -4.59         -2.29   75286289.06
             8.00          8.20         -4.59         -2.29   91328516.45
             8.20          8.40         -4.59         -2.29   113743380.55
             8.40          8.60         -4.59         -2.29   138095213.47
             8.60          8.80         -4.59         -2.29   177396735.53
             8.80          9.00         -4.59         -2.29   212120078.28
             9.00          9.20         -4.59         -2.29          0.00
             9.20          9.40         -4.59         -2.29          0.00
             9.40          9.60         -4.59         -2.29          0.00
             9.60          9.80         -4.59         -2.29          0.00
             9.80         10.00         -4.59         -2.29          0.00
             2.00          2.20         -2.29          0.00          4.91
             2.20          2.40         -2.29          0.00         28.20
             2.40          2.60         -2.29          0.00        120.07
             2.60          2.80         -2.29          0.00        426.99
             2.80          3.00         -2.29          0.00       1241.64
             3.00          3.20         -2.29          0.00       2502.48
             3.20          3.40         -2.29          0.00       7438.98
             3.40          3.60         -2.29          0.00      15518.33
             3.60          3.80         -2.29          0.00      31515.43
             3.80          4.00         -2.29          0.00      64253.53
             4.00          4.20         -2.29          0.00     114994.85
             4.20          4.40         -2.29          0.00     233935.81
             4.40          4.60         -2.29          0.00     373492.45
             4.60          4.80         -2.29          0.00     617154.86
             4.80          5.00         -2.29          0.00     946214.51
             5.00          5.20         -2.29          0.00    1450640.01
             5.20          5.40         -2.29          0.00    2281513.45
             5.40          5.60         -2.29          0.00    2762562.05
             5.60          5.80         -2.29          0.00    4243563.46
             5.80          6.00         -2.29          0.00    5729473.84
             6.00          6.20         -2.29          0.00    7887263.14
             6.20          6.40         -2.29          0.00   10985730.55
             6.40          6.60         -2.29          0.00   13535295.12
             6.60          6.80         -2.29          0.00   18658903.70
             6.80          7.00         -2.29          0.00   23392674.16
             7.00          7.20         -2.29          0.00   29104339.32
             7.20          7.40         -2.29          0.00   41333454.42
             7.40          7.60         -2.29          0.00   49614699.15
             7.60          7.80         -2.29          0.00   62629813.27
             7.80          8.00         -2.29          0.00   78589965.00
             8.00          8.20         -2.29          0.00   100998983.42
             8.20          8.40         -2.29          0.00   122434915.99
             8.40          8.60         -2.29          0.00   156645175.47
             8.60          8.80         -2.29          0.00   181594631.10
             8.80          9.00         -2.29          0.00   228025633.68
             9.00          9.20         -2.29          0.00          0.00
             9.20          9.40         -2.29          0.00          0.00
             9.40          9.60         -2.29          0.00          0.00
             9.60          9.80         -2.29          0.00          0.00
             9.80         10.00         -2.29          0.00          0.00
             2.00          2.20          0.00          2.29          6.35
             2.20          2.40          0.00          2.29         32.60
             2.40          2.60          0.00          2.29        150.48
             2.60          2.80          0.00          2.29        399.86
             2.80          3.00          0.00          2.29       1044.05
             3.00          3.20          0.00          2.29       2791.06
             3.20          3.40          0.00          2.29       6231.03
             3.40          3.60          0.00          2.29      13777.07
             3.60          3.80          0.00          2.29      31009.41
             3.80          4.00          0.00          2.29      65919.90
             4.00          4.20          0.00          2.29     123237.77
             4.20          4.40          0.00          2.29     227038.65
             4.40          4.60          0.00          2.29     367580.20
             4.60          4.80          0.00          2.29     599654.29
             4.80          5.00          0.00          2.29    1013124.42
             5.00          5.20          0.00          2.29    1506267.09
             5.20          5.40          0.00          2.29    2144743.35
             5.40          5.60          0.00          2.29    3051313.80
             5.60          5.80          0.00          2.29    4190028.12
             5.80          6.00          0.00          2.29    5802264.57
             6.00          6.20          0.00          2.29    7842110.40
             6.20          6.40          0.00          2.29   10384097.41
             6.40          6.60          0.00          2.29   13601898.62
             6.60          6.80          0.00          2.29   17667044.55
             6.80          7.00          0.00          2.29   21225147.11
             7.00          7.20          0.00          2.29   30835235.95
             7.20          7.40          0.00          2.29   33973967.54
             7.40          7.60          0.00          2.29   44085520.03
             7.60          7.80          0.00          2.29   50715766.39
             7.80          8.00          0.00          2.29   69978063.48
             8.00          8.20          0.00          2.29   81851875.98
             8.20          8.40          0.00          2.29   89025503.94
             8.40          8.60          0.00          2.29   107450902.74
             8.60          8.80          0.00          2.29   139193092.14
             8.80          9.00          0.00          2.29   156789547.94
             9.00          9.20          0.00          2.29          0.00
             9.20          9.40          0.00          2.29          0.00
             9.40          9.60          0.00          2.29          0.00
             9.60          9.80          0.00          2.29          0.00
             9.80         10.00          0.00          2.29          0.00
             2.00          2.20          2.29          4.59          9.52
             2.20          2.40          2.29          4.59         32.97
             2.40          2.60          2.29          4.59        134.67
             2.60          2.80          2.29          4.59        467.59
             2.80          3.00          2.29          4.59       1217.27
             3.00          3.20          2.29          4.59       2861.47
             3.20          3.40          2.29          4.59       7202.50
             3.40          3.60          2.29          4.59      15306.55
             3.60          3.80          2.29          4.59      37531.69
             3.80          4.00          2.29          4.59      66654.79
             4.00          4.20          2.29          4.59     126874.25
             4.20          4.40          2.29          4.59     230890.86
             4.40          4.60          2.29          4.59     377202.29
             4.60          4.80          2.29          4.59     606310.01
             4.80          5.00          2.29          4.59     894124.56
             5.00          5.20          2.29          4.59    1553890.02
             5.20          5.40          2.29          4.59    2077320.80
             5.40          5.60          2.29          4.59    2890313.06
             5.60          5.80          2.29          4.59    4071602.50
             5.80          6.00          2.29          4.59    5437510.49
             6.00          6.20          2.29          4.59    6965674.15
             6.20          6.40          2.29          4.59    9127334.28
             6.40          6.60          2.29          4.59   11751757.02
             6.60          6.80          2.29          4.59   14932031.00
             6.80          7.00          2.29          4.59   17378450.21
             7.00          7.20          2.29          4.59   21977893.68
             7.20          7.40          2.29          4.59   26185546.79
             7.40          7.60          2.29          4.59   31769841.30
             7.60          7.80          2.29          4.59   34673982.95
             7.80          8.00          2.29          4.59   41392384.42
             8.00          8.20          2.29          4.59   45020038.59
             8.20          8.40          2.29          4.59   52309834.63
             8.40          8.60          2.29          4.59   52429003.33
             8.60          8.80          2.29          4.59   56460235.66
             8.80          9.00          2.29          4.59   53927787.27
             9.00          9.20          2.29          4.59          0.00
             9.20          9.40          2.29          4.59          0.00
             9.40          9.60          2.29          4.59          0.00
             9.60          9.80          2.29          4.59          0.00
             9.80         10.00          2.29          4.59          0.00
             2.00          2.20          4.59          6.89          6.43
             2.20          2.40          4.59          6.89         46.21
             2.40          2.60          4.59          6.89        160.65
             2.60          2.80          4.59          6.89        482.22
             2.80          3.00          4.59          6.89       1251.51
             3.00          3.20          4.59          6.89       2884.19
             3.20          3.40          4.59          6.89       8580.59
             3.40          3.60          4.59          6.89      17743.31
             3.60          3.80          4.59          6.89      36053.62
             3.80          4.00          4.59          6.89      66363.64
             4.00          4.20          4.59          6.89     130502.84
             4.20          4.40          4.59          6.89     247149.55
             4.40          4.60          4.59          6.89     370164.08
             4.60          4.80          4.59          6.89     630562.56
             4.80          5.00          4.59          6.89     943219.74
             5.00          5.20          4.59          6.89    1401201.81
             5.20          5.40          4.59          6.89    1917215.87
             5.40          5.60          4.59          6.89    2702117.41
             5.60          5.80          4.59          6.89    3892122.35
             5.80          6.00          4.59          6.89    4829339.40
             6.00          6.20          4.59          6.89    6093456.95
             6.20          6.40          4.59          6.89    7440524.63
             6.40          6.60          4.59          6.89    9389354.17
             6.60          6.80          4.59          6.89   12001777.09
             6.80          7.00          4.59          6.89   13783804.10
             7.00          7.20          4.59          6.89   17730998.50
             7.20          7.40          4.59          6.89   18987393.21
             7.40          7.60          4.59          6.89   21230199.79
             7.60          7.80          4.59          6.89   24255829.31
             7.80          8.00          4.59          6.89   24836891.46
             8.00          8.20          4.59          6.89   25188834.12
             8.20          8.40          4.59          6.89   21217583.56
             8.40          8.60          4.59          6.89   19860352.59
             8.60          8.80          4.59          6.89   19254161.82
             8.80          9.00          4.59          6.89   17612524.57
             9.00          9.20          4.59          6.89          0.00
             9.20          9.40          4.59          6.89          0.00
             9.40          9.60          4.59          6.89          0.00
             9.60          9.80          4.59          6.89          0.00
             9.80         10.00          4.59          6.89          0.00
             2.00          2.20          6.89          9.21          7.71
             2.20          2.40          6.89          9.21         47.22
             2.40          2.60          6.89          9.21        143.02
             2.60          2.80          6.89          9.21        503.26
             2.80          3.00          6.89          9.21       1363.74
             3.00          3.20          6.89          9.21       3776.02
             3.20          3.40          6.89          9.21       7570.83
             3.40          3.60          6.89          9.21      17839.24
             3.60          3.80          6.89          9.21      34758.72
             3.80          4.00          6.89          9.21      72805.97
             4.00          4.20          6.89          9.21     130276.83
             4.20          4.40          6.89          9.21     227503.84
             4.40          4.60          6.89          9.21     367636.98
             4.60          4.80          6.89          9.21     580588.85
             4.80          5.00          6.89          9.21     912324.17
             5.00          5.20          6.89          9.21    1313817.82
             5.20          5.40          6.89          9.21    1825205.48
             5.40          5.60          6.89          9.21    2414618.63
             5.60          5.80          6.89          9.21    3468813.42
             5.80          6.00          6.89          9.21    4137992.07
             6.00          6.20          6.89          9.21    5479862.75
             6.20          6.40          6.89          9.21    7138622.53
             6.40          6.60          6.89          9.21    8199161.26
             6.60          6.80          6.89          9.21    9710600.32
             6.80          7.00          6.89          9.21   11538582.33
             7.00          7.20          6.89          9.21   12526076.68
             7.20          7.40          6.89          9.21   13821162.00
             7.40          7.60          6.89          9.21   13585296.47
             7.60          7.80          6.89          9.21   15172735.21
             7.80          8.00          6.89          9.21   12907423.14
             8.00          8.20          6.89          9.21   12055432.42
             8.20          8.40          6.89          9.21    9362700.57
             8.40          8.60          6.89          9.21    9741759.22
             8.60          8.80          6.89          9.21    4347845.66
             8.80          9.00          6.89          9.21    3871503.52
             9.00          9.20          6.89          9.21          0.00
             9.20          9.40          6.89          9.21          0.00
             9.40          9.60          6.89          9.21          0.00
             9.60          9.80          6.89          9.21          0.00
             9.80         10.00          6.89          9.21          0.00
             2.00          2.20          9.21         11.54          8.37
             2.20          2.40          9.21         11.54         46.76
             2.40          2.60          9.21         11.54        185.71
             2.60          2.80          9.21         11.54        536.59
             2.80          3.00          9.21         11.54       1386.33
             3.00          3.20          9.21         11.54       3787.89
             3.20          3.40          9.21         11.54       7768.70
             3.40          3.60          9.21         11.54      17848.31
             3.60          3.80          9.21         11.54      36713.67
             3.80          4.00          9.21         11.54      74173.30
             4.00          4.20          9.21         11.54     132969.27
