#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             5.80          6.00        -26.10        -23.58     253576.78
             6.00          6.20        -26.10        -23.58     551484.00
             6.20          6.40        -26.10        -23.58     959916.90
             6.40          6.60        -26.10        -23.58    1539961.33
             6.60          6.80        -26.10        -23.58    2154323.03
             6.80          7.00        -26.10        -23.58    2912668.00
             7.00          7.20        -26.10        -23.58    3607687.67
             7.20          7.40        -26.10        -23.58    4289783.15
             7.40          7.60        -26.10        -23.58    5313607.48
             7.60          7.80        -26.10        -23.58    6238447.02
             7.80          8.00        -26.10        -23.58    7161470.29
             8.00          8.20        -26.10        -23.58    7371463.53
             8.20          8.40        -26.10        -23.58    7446346.92
             8.40          8.60        -26.10        -23.58    6999071.56
             8.60          8.80        -26.10        -23.58    6378092.29
             8.80          9.00        -26.10        -23.58    5984492.15
             9.00          9.20        -26.10        -23.58    4680619.92
             9.20          9.40        -26.10        -23.58    4169809.25
             9.40          9.60        -26.10        -23.58    3944668.90
             9.60          9.80        -26.10        -23.58    3061842.04
             9.80         10.00        -26.10        -23.58    2504164.89
             2.00          2.20        -23.58        -21.10          0.00
             2.20          2.40        -23.58        -21.10          0.00
             2.40          2.60        -23.58        -21.10          0.00
             2.60          2.80        -23.58        -21.10          0.00
             2.80          3.00        -23.58        -21.10          0.00
             3.00          3.20        -23.58        -21.10          0.00
             3.20          3.40        -23.58        -21.10          0.00
             3.40          3.60        -23.58        -21.10          0.00
             3.60          3.80        -23.58        -21.10          0.00
             3.80          4.00        -23.58        -21.10          0.00
             4.00          4.20        -23.58        -21.10          0.00
             4.20          4.40        -23.58        -21.10          0.00
             4.40          4.60        -23.58        -21.10          0.00
             4.60          4.80        -23.58        -21.10       1125.52
             4.80          5.00        -23.58        -21.10       2077.89
             5.00          5.20        -23.58        -21.10       8184.66
             5.20          5.40        -23.58        -21.10      19605.88
             5.40          5.60        -23.58        -21.10      59054.92
             5.60          5.80        -23.58        -21.10     138931.53
             5.80          6.00        -23.58        -21.10     312107.04
             6.00          6.20        -23.58        -21.10     611491.01
             6.20          6.40        -23.58        -21.10    1131147.44
             6.40          6.60        -23.58        -21.10    1673725.89
             6.60          6.80        -23.58        -21.10    2445969.75
             6.80          7.00        -23.58        -21.10    3236919.94
             7.00          7.20        -23.58        -21.10    3919590.71
             7.20          7.40        -23.58        -21.10    5005779.56
             7.40          7.60        -23.58        -21.10    6045672.89
             7.60          7.80        -23.58        -21.10    6943815.67
             7.80          8.00        -23.58        -21.10    8294623.57
             8.00          8.20        -23.58        -21.10    8353692.53
             8.20          8.40        -23.58        -21.10    8588349.76
             8.40          8.60        -23.58        -21.10    8662422.45
             8.60          8.80        -23.58        -21.10    8334628.44
             8.80          9.00        -23.58        -21.10    7744917.75
             9.00          9.20        -23.58        -21.10    6266571.27
             9.20          9.40        -23.58        -21.10    5323306.43
             9.40          9.60        -23.58        -21.10    5600241.17
             9.60          9.80        -23.58        -21.10    4590191.90
             9.80         10.00        -23.58        -21.10    3762583.62
             2.00          2.20        -21.10        -18.66          0.00
             2.20          2.40        -21.10        -18.66          0.00
             2.40          2.60        -21.10        -18.66          0.00
             2.60          2.80        -21.10        -18.66          0.00
             2.80          3.00        -21.10        -18.66          0.00
             3.00          3.20        -21.10        -18.66          0.00
             3.20          3.40        -21.10        -18.66          0.00
             3.40          3.60        -21.10        -18.66          0.00
             3.60          3.80        -21.10        -18.66          0.00
             3.80          4.00        -21.10        -18.66          0.00
             4.00          4.20        -21.10        -18.66          0.00
             4.20          4.40        -21.10        -18.66          0.00
             4.40          4.60        -21.10        -18.66          0.00
             4.60          4.80        -21.10        -18.66        545.95
             4.80          5.00        -21.10        -18.66       3018.81
             5.00          5.20        -21.10        -18.66       8514.47
             5.20          5.40        -21.10        -18.66      26260.38
             5.40          5.60        -21.10        -18.66      75273.97
             5.60          5.80        -21.10        -18.66     176718.68
             5.80          6.00        -21.10        -18.66     402055.70
             6.00          6.20        -21.10        -18.66     782111.82
             6.20          6.40        -21.10        -18.66    1333377.56
             6.40          6.60        -21.10        -18.66    1830329.92
             6.60          6.80        -21.10        -18.66    2615042.50
             6.80          7.00        -21.10        -18.66    3423917.72
             7.00          7.20        -21.10        -18.66    4385396.62
             7.20          7.40        -21.10        -18.66    5474769.78
             7.40          7.60        -21.10        -18.66    6938246.66
             7.60          7.80        -21.10        -18.66    7893487.55
             7.80          8.00        -21.10        -18.66    8822886.89
             8.00          8.20        -21.10        -18.66    9708709.10
             8.20          8.40        -21.10        -18.66   11119914.80
             8.40          8.60        -21.10        -18.66   10862463.51
             8.60          8.80        -21.10        -18.66   10153115.45
             8.80          9.00        -21.10        -18.66    9260315.68
             9.00          9.20        -21.10        -18.66    8707608.36
             9.20          9.40        -21.10        -18.66    7365739.45
             9.40          9.60        -21.10        -18.66    8020938.13
             9.60          9.80        -21.10        -18.66    6222424.31
             9.80         10.00        -21.10        -18.66    6062896.08
             2.00          2.20        -18.66        -16.26          0.00
             2.20          2.40        -18.66        -16.26          0.00
             2.40          2.60        -18.66        -16.26          0.00
             2.60          2.80        -18.66        -16.26          0.00
             2.80          3.00        -18.66        -16.26          0.00
             3.00          3.20        -18.66        -16.26          0.00
             3.20          3.40        -18.66        -16.26          0.00
             3.40          3.60        -18.66        -16.26          0.00
             3.60          3.80        -18.66        -16.26          0.00
             3.80          4.00        -18.66        -16.26          0.00
             4.00          4.20        -18.66        -16.26          0.00
             4.20          4.40        -18.66        -16.26          0.00
             4.40          4.60        -18.66        -16.26          0.00
             4.60          4.80        -18.66        -16.26       1576.39
             4.80          5.00        -18.66        -16.26       4009.00
             5.00          5.20        -18.66        -16.26      15198.06
             5.20          5.40        -18.66        -16.26      35324.96
             5.40          5.60        -18.66        -16.26      93825.40
             5.60          5.80        -18.66        -16.26     244586.95
             5.80          6.00        -18.66        -16.26     512290.06
             6.00          6.20        -18.66        -16.26     827705.66
             6.20          6.40        -18.66        -16.26    1475925.94
             6.40          6.60        -18.66        -16.26    2115684.92
             6.60          6.80        -18.66        -16.26    2786712.07
             6.80          7.00        -18.66        -16.26    4072283.31
             7.00          7.20        -18.66        -16.26    4960938.96
             7.20          7.40        -18.66        -16.26    6514363.64
             7.40          7.60        -18.66        -16.26    7805485.49
             7.60          7.80        -18.66        -16.26    9130158.74
             7.80          8.00        -18.66        -16.26   10099487.05
             8.00          8.20        -18.66        -16.26   11534142.52
             8.20          8.40        -18.66        -16.26   12949498.62
             8.40          8.60        -18.66        -16.26   12700949.00
             8.60          8.80        -18.66        -16.26   11947413.34
             8.80          9.00        -18.66        -16.26   12251106.48
             9.00          9.20        -18.66        -16.26   12280071.27
             9.20          9.40        -18.66        -16.26   10959541.29
             9.40          9.60        -18.66        -16.26   10306894.46
             9.60          9.80        -18.66        -16.26    9110666.98
             9.80         10.00        -18.66        -16.26    8940176.35
             2.00          2.20        -16.26        -13.89          0.00
             2.20          2.40        -16.26        -13.89          0.00
             2.40          2.60        -16.26        -13.89          0.00
             2.60          2.80        -16.26        -13.89          0.00
             2.80          3.00        -16.26        -13.89          0.00
             3.00          3.20        -16.26        -13.89          0.00
             3.20          3.40        -16.26        -13.89          0.00
             3.40          3.60        -16.26        -13.89          0.00
             3.60          3.80        -16.26        -13.89          0.00
             3.80          4.00        -16.26        -13.89          0.00
             4.00          4.20        -16.26        -13.89          0.00
             4.20          4.40        -16.26        -13.89          0.00
             4.40          4.60        -16.26        -13.89        120.84
             4.60          4.80        -16.26        -13.89       1568.59
             4.80          5.00        -16.26        -13.89       6875.72
             5.00          5.20        -16.26        -13.89      18335.03
             5.20          5.40        -16.26        -13.89      48622.70
             5.40          5.60        -16.26        -13.89     131800.82
             5.60          5.80        -16.26        -13.89     303599.32
             5.80          6.00        -16.26        -13.89     596322.00
             6.00          6.20        -16.26        -13.89     991918.80
             6.20          6.40        -16.26        -13.89    1588859.31
             6.40          6.60        -16.26        -13.89    2458702.85
             6.60          6.80        -16.26        -13.89    3352448.85
             6.80          7.00        -16.26        -13.89    4536051.63
             7.00          7.20        -16.26        -13.89    5936564.11
             7.20          7.40        -16.26        -13.89    7159898.42
             7.40          7.60        -16.26        -13.89    9228130.63
             7.60          7.80        -16.26        -13.89   10602489.07
             7.80          8.00        -16.26        -13.89   12405107.47
             8.00          8.20        -16.26        -13.89   13814331.40
             8.20          8.40        -16.26        -13.89   15181848.57
             8.40          8.60        -16.26        -13.89   16166539.25
             8.60          8.80        -16.26        -13.89   16258377.68
             8.80          9.00        -16.26        -13.89   15692672.70
             9.00          9.20        -16.26        -13.89   16101392.89
             9.20          9.40        -16.26        -13.89   16536449.72
             9.40          9.60        -16.26        -13.89   15070079.70
             9.60          9.80        -16.26        -13.89   13808958.73
             9.80         10.00        -16.26        -13.89   13253625.50
             2.00          2.20        -13.89        -11.54          0.00
             2.20          2.40        -13.89        -11.54          0.00
             2.40          2.60        -13.89        -11.54          0.00
             2.60          2.80        -13.89        -11.54          0.00
             2.80          3.00        -13.89        -11.54          0.00
             3.00          3.20        -13.89        -11.54          0.00
             3.20          3.40        -13.89        -11.54          0.00
             3.40          3.60        -13.89        -11.54          0.00
             3.60          3.80        -13.89        -11.54          0.00
             3.80          4.00        -13.89        -11.54          0.00
             4.00          4.20        -13.89        -11.54          0.00
             4.20          4.40        -13.89        -11.54        652.41
             4.40          4.60        -13.89        -11.54        583.20
             4.60          4.80        -13.89        -11.54       3034.66
             4.80          5.00        -13.89        -11.54      10993.23
             5.00          5.20        -13.89        -11.54      33101.05
             5.20          5.40        -13.89        -11.54      88937.39
             5.40          5.60        -13.89        -11.54     190522.79
             5.60          5.80        -13.89        -11.54     416227.32
             5.80          6.00        -13.89        -11.54     803461.89
             6.00          6.20        -13.89        -11.54    1295141.15
             6.20          6.40        -13.89        -11.54    2094512.18
             6.40          6.60        -13.89        -11.54    2854190.72
             6.60          6.80        -13.89        -11.54    3918586.35
             6.80          7.00        -13.89        -11.54    5460494.42
             7.00          7.20        -13.89        -11.54    6695946.41
             7.20          7.40        -13.89        -11.54    8354870.92
             7.40          7.60        -13.89        -11.54   10436725.50
             7.60          7.80        -13.89        -11.54   12354356.79
             7.80          8.00        -13.89        -11.54   15299178.86
             8.00          8.20        -13.89        -11.54   16977277.77
             8.20          8.40        -13.89        -11.54   19430972.51
             8.40          8.60        -13.89        -11.54   21087726.23
             8.60          8.80        -13.89        -11.54   22139501.18
             8.80          9.00        -13.89        -11.54   23051844.47
             9.00          9.20        -13.89        -11.54   23616708.45
             9.20          9.40        -13.89        -11.54   23879091.64
             9.40          9.60        -13.89        -11.54   22482863.42
             9.60          9.80        -13.89        -11.54   20996095.11
             9.80         10.00        -13.89        -11.54   23158279.47
             2.00          2.20        -11.54         -9.21          0.00
             2.20          2.40        -11.54         -9.21          0.00
             2.40          2.60        -11.54         -9.21          0.00
             2.60          2.80        -11.54         -9.21          0.00
             2.80          3.00        -11.54         -9.21          0.00
             3.00          3.20        -11.54         -9.21          0.00
             3.20          3.40        -11.54         -9.21          0.00
             3.40          3.60        -11.54         -9.21          0.00
             3.60          3.80        -11.54         -9.21          0.00
             3.80          4.00        -11.54         -9.21          0.00
             4.00          4.20        -11.54         -9.21        241.31
             4.20          4.40        -11.54         -9.21        570.09
             4.40          4.60        -11.54         -9.21       4836.50
             4.60          4.80        -11.54         -9.21       9086.14
             4.80          5.00        -11.54         -9.21      25703.29
             5.00          5.20        -11.54         -9.21      69130.46
             5.20          5.40        -11.54         -9.21     179995.81
             5.40          5.60        -11.54         -9.21     320869.55
             5.60          5.80        -11.54         -9.21     615004.79
             5.80          6.00        -11.54         -9.21    1046036.51
             6.00          6.20        -11.54         -9.21    1624251.52
             6.20          6.40        -11.54         -9.21    2469687.68
             6.40          6.60        -11.54         -9.21    3512370.00
             6.60          6.80        -11.54         -9.21    4815297.82
             6.80          7.00        -11.54         -9.21    6416675.23
             7.00          7.20        -11.54         -9.21    7992951.57
             7.20          7.40        -11.54         -9.21   10291494.63
             7.40          7.60        -11.54         -9.21   12733420.44
             7.60          7.80        -11.54         -9.21   15140170.00
             7.80          8.00        -11.54         -9.21   18644160.24
             8.00          8.20        -11.54         -9.21   20864474.89
             8.20          8.40        -11.54         -9.21   25089704.42
             8.40          8.60        -11.54         -9.21   28789700.09
             8.60          8.80        -11.54         -9.21   29373674.18
             8.80          9.00        -11.54         -9.21   28890833.77
             9.00          9.20        -11.54         -9.21   32623311.26
             9.20          9.40        -11.54         -9.21   36748516.62
             9.40          9.60        -11.54         -9.21   37291246.52
             9.60          9.80        -11.54         -9.21   33878004.24
             9.80         10.00        -11.54         -9.21   37340052.10
             2.00          2.20         -9.21         -6.89          0.00
             2.20          2.40         -9.21         -6.89          0.00
             2.40          2.60         -9.21         -6.89          0.00
             2.60          2.80         -9.21         -6.89          0.00
             2.80          3.00         -9.21         -6.89          0.00
             3.00          3.20         -9.21         -6.89          0.00
             3.20          3.40         -9.21         -6.89          0.00
             3.40          3.60         -9.21         -6.89          7.95
             3.60          3.80         -9.21         -6.89         65.21
             3.80          4.00         -9.21         -6.89        329.11
             4.00          4.20         -9.21         -6.89       1036.57
             4.20          4.40         -9.21         -6.89       3911.16
             4.40          4.60         -9.21         -6.89       9725.44
             4.60          4.80         -9.21         -6.89      26911.05
             4.80          5.00         -9.21         -6.89      63396.11
             5.00          5.20         -9.21         -6.89     157854.11
             5.20          5.40         -9.21         -6.89     313284.38
             5.40          5.60         -9.21         -6.89     565880.19
             5.60          5.80         -9.21         -6.89     923389.90
             5.80          6.00         -9.21         -6.89    1426418.98
             6.00          6.20         -9.21         -6.89    2178653.77
             6.20          6.40         -9.21         -6.89    3011524.15
             6.40          6.60         -9.21         -6.89    4487128.05
             6.60          6.80         -9.21         -6.89    5973860.03
             6.80          7.00         -9.21         -6.89    8157051.63
             7.00          7.20         -9.21         -6.89   10378407.66
             7.20          7.40         -9.21         -6.89   12597512.36
             7.40          7.60         -9.21         -6.89   16345548.05
             7.60          7.80         -9.21         -6.89   20464395.96
             7.80          8.00         -9.21         -6.89   23691743.51
             8.00          8.20         -9.21         -6.89   27313220.16
             8.20          8.40         -9.21         -6.89   34154333.85
             8.40          8.60         -9.21         -6.89   36250449.87
             8.60          8.80         -9.21         -6.89   43181364.02
             8.80          9.00         -9.21         -6.89   45929834.69
             9.00          9.20         -9.21         -6.89   49240182.90
             9.20          9.40         -9.21         -6.89   53624142.84
             9.40          9.60         -9.21         -6.89   59659403.93
             9.60          9.80         -9.21         -6.89   62466908.68
             9.80         10.00         -9.21         -6.89   65789720.45
             2.00          2.20         -6.89         -4.59          0.00
             2.20          2.40         -6.89         -4.59          0.80
             2.40          2.60         -6.89         -4.59          0.00
             2.60          2.80         -6.89         -4.59          0.00
             2.80          3.00         -6.89         -4.59          0.00
             3.00          3.20         -6.89         -4.59          3.15
             3.20          3.40         -6.89         -4.59         64.36
             3.40          3.60         -6.89         -4.59        293.62
             3.60          3.80         -6.89         -4.59       1098.82
             3.80          4.00         -6.89         -4.59       1591.66
             4.00          4.20         -6.89         -4.59       5554.97
             4.20          4.40         -6.89         -4.59      19288.03
             4.40          4.60         -6.89         -4.59      45319.10
             4.60          4.80         -6.89         -4.59      83048.27
             4.80          5.00         -6.89         -4.59     169111.70
             5.00          5.20         -6.89         -4.59     320653.05
             5.20          5.40         -6.89         -4.59     569308.47
             5.40          5.60         -6.89         -4.59     857678.77
             5.60          5.80         -6.89         -4.59    1319464.52
             5.80          6.00         -6.89         -4.59    1981251.77
             6.00          6.20         -6.89         -4.59    2984364.70
             6.20          6.40         -6.89         -4.59    3910641.03
             6.40          6.60         -6.89         -4.59    5614692.37
             6.60          6.80         -6.89         -4.59    7236591.46
             6.80          7.00         -6.89         -4.59    9918629.02
             7.00          7.20         -6.89         -4.59   12741561.68
             7.20          7.40         -6.89         -4.59   16604190.06
             7.40          7.60         -6.89         -4.59   20758780.71
             7.60          7.80         -6.89         -4.59   26812683.77
             7.80          8.00         -6.89         -4.59   30424664.33
             8.00          8.20         -6.89         -4.59   36982791.52
             8.20          8.40         -6.89         -4.59   48764555.48
             8.40          8.60         -6.89         -4.59   53154870.14
             8.60          8.80         -6.89         -4.59   58808066.88
             8.80          9.00         -6.89         -4.59   67635014.83
             9.00          9.20         -6.89         -4.59   77524250.44
             9.20          9.40         -6.89         -4.59   91812339.60
             9.40          9.60         -6.89         -4.59   103307279.06
             9.60          9.80         -6.89         -4.59   111109300.99
             9.80         10.00         -6.89         -4.59   120851412.46
             2.00          2.20         -4.59         -2.29          0.00
             2.20          2.40         -4.59         -2.29          0.00
             2.40          2.60         -4.59         -2.29          4.65
             2.60          2.80         -4.59         -2.29         26.79
             2.80          3.00         -4.59         -2.29         82.52
             3.00          3.20         -4.59         -2.29        282.27
             3.20          3.40         -4.59         -2.29        742.02
             3.40          3.60         -4.59         -2.29       1858.97
             3.60          3.80         -4.59         -2.29       5308.32
             3.80          4.00         -4.59         -2.29      10807.29
             4.00          4.20         -4.59         -2.29      28665.04
             4.20          4.40         -4.59         -2.29      53634.43
             4.40          4.60         -4.59         -2.29     111174.74
             4.60          4.80         -4.59         -2.29     200553.44
             4.80          5.00         -4.59         -2.29     321253.63
             5.00          5.20         -4.59         -2.29     534896.65
             5.20          5.40         -4.59         -2.29     820838.34
             5.40          5.60         -4.59         -2.29    1273014.15
             5.60          5.80         -4.59         -2.29    1690313.71
             5.80          6.00         -4.59         -2.29    2750845.71
             6.00          6.20         -4.59         -2.29    3545856.71
             6.20          6.40         -4.59         -2.29    5240852.99
             6.40          6.60         -4.59         -2.29    6643161.22
             6.60          6.80         -4.59         -2.29    8713185.31
             6.80          7.00         -4.59         -2.29   12193736.68
             7.00          7.20         -4.59         -2.29   15410930.30
             7.20          7.40         -4.59         -2.29   19797456.99
             7.40          7.60         -4.59         -2.29   25826957.01
             7.60          7.80         -4.59         -2.29   32119284.70
             7.80          8.00         -4.59         -2.29   40610219.79
             8.00          8.20         -4.59         -2.29   53401811.43
             8.20          8.40         -4.59         -2.29   59151863.08
             8.40          8.60         -4.59         -2.29   74018592.95
             8.60          8.80         -4.59         -2.29   87637544.59
             8.80          9.00         -4.59         -2.29   102998668.25
             9.00          9.20         -4.59         -2.29   119723484.02
             9.20          9.40         -4.59         -2.29   145470689.68
             9.40          9.60         -4.59         -2.29   160366565.25
             9.60          9.80         -4.59         -2.29   194820317.94
             9.80         10.00         -4.59         -2.29   229124515.09
             2.00          2.20         -2.29          0.00          0.24
             2.20          2.40         -2.29          0.00          1.47
             2.40          2.60         -2.29          0.00         12.43
             2.60          2.80         -2.29          0.00         44.97
             2.80          3.00         -2.29          0.00        194.29
             3.00          3.20         -2.29          0.00        566.02
             3.20          3.40         -2.29          0.00       1179.16
             3.40          3.60         -2.29          0.00       3429.95
             3.60          3.80         -2.29          0.00       7619.64
             3.80          4.00         -2.29          0.00      19697.51
             4.00          4.20         -2.29          0.00      35955.97
             4.20          4.40         -2.29          0.00      75215.43
             4.40          4.60         -2.29          0.00     139198.03
             4.60          4.80         -2.29          0.00     246493.62
             4.80          5.00         -2.29          0.00     356160.44
             5.00          5.20         -2.29          0.00     621586.10
             5.20          5.40         -2.29          0.00     930228.65
             5.40          5.60         -2.29          0.00    1377345.00
             5.60          5.80         -2.29          0.00    2163552.35
             5.80          6.00         -2.29          0.00    2993904.33
             6.00          6.20         -2.29          0.00    3942362.09
             6.20          6.40         -2.29          0.00    5665247.82
             6.40          6.60         -2.29          0.00    7465736.05
             6.60          6.80         -2.29          0.00   10055761.90
             6.80          7.00         -2.29          0.00   13050850.57
             7.00          7.20         -2.29          0.00   16368390.48
             7.20          7.40         -2.29          0.00   21954805.06
             7.40          7.60         -2.29          0.00   26342338.04
             7.60          7.80         -2.29          0.00   35035727.60
             7.80          8.00         -2.29          0.00   44079631.68
             8.00          8.20         -2.29          0.00   53681300.61
             8.20          8.40         -2.29          0.00   63596399.60
             8.40          8.60         -2.29          0.00   80726614.57
             8.60          8.80         -2.29          0.00   96159921.28
             8.80          9.00         -2.29          0.00   122539710.47
             9.00          9.20         -2.29          0.00   141979382.03
             9.20          9.40         -2.29          0.00   164192504.25
             9.40          9.60         -2.29          0.00   195149256.24
             9.60          9.80         -2.29          0.00   224219735.82
             9.80         10.00         -2.29          0.00   262808999.87
             2.00          2.20          0.00          2.29          0.00
             2.20          2.40          0.00          2.29          1.51
             2.40          2.60          0.00          2.29         14.83
             2.60          2.80          0.00          2.29         38.79
             2.80          3.00          0.00          2.29        205.86
             3.00          3.20          0.00          2.29        529.05
             3.20          3.40          0.00          2.29       1641.07
             3.40          3.60          0.00          2.29       3479.77
             3.60          3.80          0.00          2.29       8451.51
             3.80          4.00          0.00          2.29      20768.01
             4.00          4.20          0.00          2.29      40181.85
             4.20          4.40          0.00          2.29      82082.54
             4.40          4.60          0.00          2.29     140480.08
             4.60          4.80          0.00          2.29     243685.61
             4.80          5.00          0.00          2.29     412492.05
             5.00          5.20          0.00          2.29     664993.22
             5.20          5.40          0.00          2.29     953169.38
             5.40          5.60          0.00          2.29    1411966.82
             5.60          5.80          0.00          2.29    2159567.18
             5.80          6.00          0.00          2.29    3007399.95
             6.00          6.20          0.00          2.29    4081971.09
             6.20          6.40          0.00          2.29    5626374.97
             6.40          6.60          0.00          2.29    7855479.59
             6.60          6.80          0.00          2.29   10034349.49
             6.80          7.00          0.00          2.29   13196217.80
             7.00          7.20          0.00          2.29   17035522.98
             7.20          7.40          0.00          2.29   20912854.66
             7.40          7.60          0.00          2.29   26052809.10
             7.60          7.80          0.00          2.29   33369315.67
             7.80          8.00          0.00          2.29   40524648.33
             8.00          8.20          0.00          2.29   48370251.58
             8.20          8.40          0.00          2.29   59974324.98
             8.40          8.60          0.00          2.29   72774529.99
             8.60          8.80          0.00          2.29   79415378.62
             8.80          9.00          0.00          2.29   90262603.47
             9.00          9.20          0.00          2.29   106491572.50
             9.20          9.40          0.00          2.29   120466719.52
             9.40          9.60          0.00          2.29   118828084.34
             9.60          9.80          0.00          2.29   135028270.62
             9.80         10.00          0.00          2.29   154836307.03
             2.00          2.20          2.29          4.59          0.00
             2.20          2.40          2.29          4.59          0.85
             2.40          2.60          2.29          4.59         15.87
             2.60          2.80          2.29          4.59         53.36
             2.80          3.00          2.29          4.59        203.61
             3.00          3.20          2.29          4.59        523.83
             3.20          3.40          2.29          4.59       1485.16
             3.40          3.60          2.29          4.59       3692.70
             3.60          3.80          2.29          4.59       8968.12
             3.80          4.00          2.29          4.59      18382.75
             4.00          4.20          2.29          4.59      43237.62
             4.20          4.40          2.29          4.59      86198.37
             4.40          4.60          2.29          4.59     167264.24
             4.60          4.80          2.29          4.59     280189.74
             4.80          5.00          2.29          4.59     447160.16
             5.00          5.20          2.29          4.59     738347.37
             5.20          5.40          2.29          4.59    1101433.74
             5.40          5.60          2.29          4.59    1766777.28
             5.60          5.80          2.29          4.59    2435431.92
             5.80          6.00          2.29          4.59    3549959.11
             6.00          6.20          2.29          4.59    4762771.69
             6.20          6.40          2.29          4.59    6288887.52
             6.40          6.60          2.29          4.59    8239793.22
             6.60          6.80          2.29          4.59   11642384.44
             6.80          7.00          2.29          4.59   14021356.04
             7.00          7.20          2.29          4.59   16860300.24
             7.20          7.40          2.29          4.59   20438804.50
             7.40          7.60          2.29          4.59   24652497.80
             7.60          7.80          2.29          4.59   30781228.43
             7.80          8.00          2.29          4.59   35521053.92
             8.00          8.20          2.29          4.59   39275882.62
             8.20          8.40          2.29          4.59   45485241.56
             8.40          8.60          2.29          4.59   46210743.01
             8.60          8.80          2.29          4.59   46354271.99
             8.80          9.00          2.29          4.59   46223685.73
             9.00          9.20          2.29          4.59   40007555.98
             9.20          9.40          2.29          4.59   38028386.89
             9.40          9.60          2.29          4.59   35845160.10
             9.60          9.80          2.29          4.59   27385464.58
             9.80         10.00          2.29          4.59   25076986.54
             2.00          2.20          4.59          6.89          0.00
             2.20          2.40          4.59          6.89          2.00
             2.40          2.60          4.59          6.89         18.10
             2.60          2.80          4.59          6.89         79.76
             2.80          3.00          4.59          6.89        195.36
             3.00          3.20          4.59          6.89        623.42
             3.20          3.40          4.59          6.89       1541.58
             3.40          3.60          4.59          6.89       3839.50
             3.60          3.80          4.59          6.89       9748.75
             3.80          4.00          4.59          6.89      20140.54
             4.00          4.20          4.59          6.89      46273.47
             4.20          4.40          4.59          6.89      98690.22
             4.40          4.60          4.59          6.89     180979.81
             4.60          4.80          4.59          6.89     313695.57
             4.80          5.00          4.59          6.89     525802.84
             5.00          5.20          4.59          6.89     868190.49
             5.20          5.40          4.59          6.89    1266366.68
             5.40          5.60          4.59          6.89    1968302.86
             5.60          5.80          4.59          6.89    3015119.87
             5.80          6.00          4.59          6.89    3771142.31
             6.00          6.20          4.59          6.89    5050009.63
             6.20          6.40          4.59          6.89    6199676.57
             6.40          6.60          4.59          6.89    7984430.82
             6.60          6.80          4.59          6.89   10091867.53
             6.80          7.00          4.59          6.89   11838393.88
             7.00          7.20          4.59          6.89   15165442.06
             7.20          7.40          4.59          6.89   17200288.28
             7.40          7.60          4.59          6.89   17032344.76
             7.60          7.80          4.59          6.89   21141603.05
             7.80          8.00          4.59          6.89   20267237.11
             8.00          8.20          4.59          6.89   21574009.87
             8.20          8.40          4.59          6.89   22301405.91
             8.40          8.60          4.59          6.89   16727039.72
             8.60          8.80          4.59          6.89   16745115.80
             8.80          9.00          4.59          6.89   13207234.95
             9.00          9.20          4.59          6.89   11401211.79
             9.20          9.40          4.59          6.89    7146450.09
             9.40          9.60          4.59          6.89    6458280.02
             9.60          9.80          4.59          6.89    2987219.60
             9.80         10.00          4.59          6.89    4316521.03
             2.00          2.20          6.89          9.21          0.35
             2.20          2.40          6.89          9.21          3.46
             2.40          2.60          6.89          9.21         22.87
             2.60          2.80          6.89          9.21         70.89
             2.80          3.00          6.89          9.21        225.45
             3.00          3.20          6.89          9.21        568.36
             3.20          3.40          6.89          9.21       1685.20
             3.40          3.60          6.89          9.21       4173.76
             3.60          3.80          6.89          9.21      10595.46
             3.80          4.00          6.89          9.21      24769.11
             4.00          4.20          6.89          9.21      50288.51
             4.20          4.40          6.89          9.21     106134.98
             4.40          4.60          6.89          9.21     214778.56
             4.60          4.80          6.89          9.21     362990.49
             4.80          5.00          6.89          9.21     566861.07
             5.00          5.20          6.89          9.21     922215.65
             5.20          5.40          6.89          9.21    1339578.80
             5.40          5.60          6.89          9.21    1852380.27
             5.60          5.80          6.89          9.21    2462299.06
             5.80          6.00          6.89          9.21    3363033.94
             6.00          6.20          6.89          9.21    4233027.06
             6.20          6.40          6.89          9.21    5620846.17
             6.40          6.60          6.89          9.21    6959325.79
             6.60          6.80          6.89          9.21    7660129.45
             6.80          7.00          6.89          9.21    8807970.13
             7.00          7.20          6.89          9.21   10015932.97
             7.20          7.40          6.89          9.21   11507321.83
             7.40          7.60          6.89          9.21   12341359.05
             7.60          7.80          6.89          9.21   11366429.93
             7.80          8.00          6.89          9.21   11722285.56
             8.00          8.20          6.89          9.21   10564851.49
             8.20          8.40          6.89          9.21    7914543.11
             8.40          8.60          6.89          9.21    5362557.01
             8.60          8.80          6.89          9.21    3641798.89
             8.80          9.00          6.89          9.21    5303451.28
             9.00          9.20          6.89          9.21    2078207.34
             9.20          9.40          6.89          9.21    1920515.71
             9.40          9.60          6.89          9.21     371014.61
             9.60          9.80          6.89          9.21    1340146.57
             9.80         10.00          6.89          9.21          0.00
             2.00          2.20          9.21         11.54          0.00
             2.20          2.40          9.21         11.54          3.07
             2.40          2.60          9.21         11.54         17.27
             2.60          2.80          9.21         11.54         87.67
             2.80          3.00          9.21         11.54        222.09
             3.00          3.20          9.21         11.54        657.33
             3.20          3.40          9.21         11.54       1601.52
