#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.00          6.20        -26.10        -23.58    1601318.89
             6.20          6.40        -26.10        -23.58    2332813.03
             6.40          6.60        -26.10        -23.58    3283777.55
             6.60          6.80        -26.10        -23.58    4296285.01
             6.80          7.00        -26.10        -23.58    5758383.11
             7.00          7.20        -26.10        -23.58    7531321.98
             7.20          7.40        -26.10        -23.58   10182047.34
             7.40          7.60        -26.10        -23.58   12386095.60
             7.60          7.80        -26.10        -23.58   15013323.62
             7.80          8.00        -26.10        -23.58   18972796.67
             8.00          8.20        -26.10        -23.58   22157054.30
             8.20          8.40        -26.10        -23.58   24878742.01
             8.40          8.60        -26.10        -23.58   30800201.98
             8.60          8.80        -26.10        -23.58   39203681.55
             8.80          9.00        -26.10        -23.58   45933117.66
             9.00          9.20        -26.10        -23.58          0.00
             9.20          9.40        -26.10        -23.58          0.00
             9.40          9.60        -26.10        -23.58          0.00
             9.60          9.80        -26.10        -23.58          0.00
             9.80         10.00        -26.10        -23.58          0.00
             2.00          2.20        -23.58        -21.10          0.00
             2.20          2.40        -23.58        -21.10          0.00
             2.40          2.60        -23.58        -21.10          0.00
             2.60          2.80        -23.58        -21.10          0.00
             2.80          3.00        -23.58        -21.10          0.00
             3.00          3.20        -23.58        -21.10          0.00
             3.20          3.40        -23.58        -21.10          0.00
             3.40          3.60        -23.58        -21.10          0.99
             3.60          3.80        -23.58        -21.10          1.40
             3.80          4.00        -23.58        -21.10          0.00
             4.00          4.20        -23.58        -21.10          8.17
             4.20          4.40        -23.58        -21.10         27.65
             4.40          4.60        -23.58        -21.10        105.96
             4.60          4.80        -23.58        -21.10       1119.92
             4.80          5.00        -23.58        -21.10       7855.90
             5.00          5.20        -23.58        -21.10      37325.85
             5.20          5.40        -23.58        -21.10     117444.09
             5.40          5.60        -23.58        -21.10     298131.41
             5.60          5.80        -23.58        -21.10     608670.33
             5.80          6.00        -23.58        -21.10    1038791.75
             6.00          6.20        -23.58        -21.10    1746687.82
             6.20          6.40        -23.58        -21.10    2496910.84
             6.40          6.60        -23.58        -21.10    3566528.96
             6.60          6.80        -23.58        -21.10    4753747.60
             6.80          7.00        -23.58        -21.10    6427957.33
             7.00          7.20        -23.58        -21.10    8258415.52
             7.20          7.40        -23.58        -21.10   10562889.56
             7.40          7.60        -23.58        -21.10   13208092.77
             7.60          7.80        -23.58        -21.10   15131845.26
             7.80          8.00        -23.58        -21.10   20104060.47
             8.00          8.20        -23.58        -21.10   24508964.50
             8.20          8.40        -23.58        -21.10   28594844.61
             8.40          8.60        -23.58        -21.10   33894595.98
             8.60          8.80        -23.58        -21.10   40129340.33
             8.80          9.00        -23.58        -21.10   47421998.78
             9.00          9.20        -23.58        -21.10          0.00
             9.20          9.40        -23.58        -21.10          0.00
             9.40          9.60        -23.58        -21.10          0.00
             9.60          9.80        -23.58        -21.10          0.00
             9.80         10.00        -23.58        -21.10          0.00
             2.00          2.20        -21.10        -18.66          0.00
             2.20          2.40        -21.10        -18.66          0.00
             2.40          2.60        -21.10        -18.66          0.01
             2.60          2.80        -21.10        -18.66          0.00
             2.80          3.00        -21.10        -18.66          0.07
             3.00          3.20        -21.10        -18.66          0.28
             3.20          3.40        -21.10        -18.66          0.10
             3.40          3.60        -21.10        -18.66          0.00
             3.60          3.80        -21.10        -18.66          1.52
             3.80          4.00        -21.10        -18.66          2.06
             4.00          4.20        -21.10        -18.66          0.00
             4.20          4.40        -21.10        -18.66          0.00
             4.40          4.60        -21.10        -18.66        106.97
             4.60          4.80        -21.10        -18.66       2061.62
             4.80          5.00        -21.10        -18.66      13640.24
             5.00          5.20        -21.10        -18.66      55720.14
             5.20          5.40        -21.10        -18.66     145486.64
             5.40          5.60        -21.10        -18.66     354309.85
             5.60          5.80        -21.10        -18.66     709689.73
             5.80          6.00        -21.10        -18.66    1210408.41
             6.00          6.20        -21.10        -18.66    1876441.96
             6.20          6.40        -21.10        -18.66    2768916.47
             6.40          6.60        -21.10        -18.66    3947631.33
             6.60          6.80        -21.10        -18.66    5228608.21
             6.80          7.00        -21.10        -18.66    6962152.45
             7.00          7.20        -21.10        -18.66    8823196.31
             7.20          7.40        -21.10        -18.66   11387014.91
             7.40          7.60        -21.10        -18.66   15354490.98
             7.60          7.80        -21.10        -18.66   18462114.44
             7.80          8.00        -21.10        -18.66   22754650.78
             8.00          8.20        -21.10        -18.66   26561807.26
             8.20          8.40        -21.10        -18.66   31245038.76
             8.40          8.60        -21.10        -18.66   38738976.72
             8.60          8.80        -21.10        -18.66   46133507.20
             8.80          9.00        -21.10        -18.66   55441901.91
             9.00          9.20        -21.10        -18.66          0.00
             9.20          9.40        -21.10        -18.66          0.00
             9.40          9.60        -21.10        -18.66          0.00
             9.60          9.80        -21.10        -18.66          0.00
             9.80         10.00        -21.10        -18.66          0.00
             2.00          2.20        -18.66        -16.26          0.00
             2.20          2.40        -18.66        -16.26          0.00
             2.40          2.60        -18.66        -16.26          0.00
             2.60          2.80        -18.66        -16.26          0.00
             2.80          3.00        -18.66        -16.26          0.00
             3.00          3.20        -18.66        -16.26          0.00
             3.20          3.40        -18.66        -16.26          1.10
             3.40          3.60        -18.66        -16.26          0.00
             3.60          3.80        -18.66        -16.26          0.00
             3.80          4.00        -18.66        -16.26          0.00
             4.00          4.20        -18.66        -16.26         44.34
             4.20          4.40        -18.66        -16.26         33.50
             4.40          4.60        -18.66        -16.26        898.34
             4.60          4.80        -18.66        -16.26       5004.91
             4.80          5.00        -18.66        -16.26      27219.84
             5.00          5.20        -18.66        -16.26      95784.22
             5.20          5.40        -18.66        -16.26     215412.55
             5.40          5.60        -18.66        -16.26     463349.89
             5.60          5.80        -18.66        -16.26     844562.55
             5.80          6.00        -18.66        -16.26    1389698.46
             6.00          6.20        -18.66        -16.26    2177848.43
             6.20          6.40        -18.66        -16.26    3074761.50
             6.40          6.60        -18.66        -16.26    4385663.84
             6.60          6.80        -18.66        -16.26    5904417.93
             6.80          7.00        -18.66        -16.26    7955146.89
             7.00          7.20        -18.66        -16.26    9783049.15
             7.20          7.40        -18.66        -16.26   13156428.61
             7.40          7.60        -18.66        -16.26   15332447.30
             7.60          7.80        -18.66        -16.26   20035884.05
             7.80          8.00        -18.66        -16.26   25012746.62
             8.00          8.20        -18.66        -16.26   30517442.05
             8.20          8.40        -18.66        -16.26   35883244.10
             8.40          8.60        -18.66        -16.26   43230433.42
             8.60          8.80        -18.66        -16.26   47768888.42
             8.80          9.00        -18.66        -16.26   64262017.69
             9.00          9.20        -18.66        -16.26          0.00
             9.20          9.40        -18.66        -16.26          0.00
             9.40          9.60        -18.66        -16.26          0.00
             9.60          9.80        -18.66        -16.26          0.00
             9.80         10.00        -18.66        -16.26          0.00
             2.00          2.20        -16.26        -13.89          0.00
             2.20          2.40        -16.26        -13.89          0.01
             2.40          2.60        -16.26        -13.89          0.01
             2.60          2.80        -16.26        -13.89          0.01
             2.80          3.00        -16.26        -13.89          0.03
             3.00          3.20        -16.26        -13.89          0.06
             3.20          3.40        -16.26        -13.89          0.00
             3.40          3.60        -16.26        -13.89          0.56
             3.60          3.80        -16.26        -13.89          3.88
             3.80          4.00        -16.26        -13.89          2.92
             4.00          4.20        -16.26        -13.89         13.19
             4.20          4.40        -16.26        -13.89        204.66
             4.40          4.60        -16.26        -13.89       1518.19
             4.60          4.80        -16.26        -13.89      11254.36
             4.80          5.00        -16.26        -13.89      35956.07
             5.00          5.20        -16.26        -13.89     112973.27
             5.20          5.40        -16.26        -13.89     264960.82
             5.40          5.60        -16.26        -13.89     540228.20
             5.60          5.80        -16.26        -13.89    1005983.74
             5.80          6.00        -16.26        -13.89    1582244.53
             6.00          6.20        -16.26        -13.89    2391568.31
             6.20          6.40        -16.26        -13.89    3470286.32
             6.40          6.60        -16.26        -13.89    4905965.61
             6.60          6.80        -16.26        -13.89    6612212.96
             6.80          7.00        -16.26        -13.89    8854006.14
             7.00          7.20        -16.26        -13.89   11597822.37
             7.20          7.40        -16.26        -13.89   13926688.04
             7.40          7.60        -16.26        -13.89   17872939.75
             7.60          7.80        -16.26        -13.89   22721334.46
             7.80          8.00        -16.26        -13.89   27577282.91
             8.00          8.20        -16.26        -13.89   33034046.67
             8.20          8.40        -16.26        -13.89   43299071.82
             8.40          8.60        -16.26        -13.89   49883962.93
             8.60          8.80        -16.26        -13.89   57241580.77
             8.80          9.00        -16.26        -13.89   68896830.95
             9.00          9.20        -16.26        -13.89          0.00
             9.20          9.40        -16.26        -13.89          0.00
             9.40          9.60        -16.26        -13.89          0.00
             9.60          9.80        -16.26        -13.89          0.00
             9.80         10.00        -16.26        -13.89          0.00
             2.00          2.20        -13.89        -11.54          0.00
             2.20          2.40        -13.89        -11.54          0.00
             2.40          2.60        -13.89        -11.54          0.00
             2.60          2.80        -13.89        -11.54          0.03
             2.80          3.00        -13.89        -11.54          0.19
             3.00          3.20        -13.89        -11.54          0.33
             3.20          3.40        -13.89        -11.54          1.55
             3.40          3.60        -13.89        -11.54          2.13
             3.60          3.80        -13.89        -11.54          7.85
             3.80          4.00        -13.89        -11.54         45.88
             4.00          4.20        -13.89        -11.54        134.35
             4.20          4.40        -13.89        -11.54        724.52
             4.40          4.60        -13.89        -11.54       4105.74
             4.60          4.80        -13.89        -11.54      18335.11
             4.80          5.00        -13.89        -11.54      58726.17
             5.00          5.20        -13.89        -11.54     164145.94
             5.20          5.40        -13.89        -11.54     359694.58
             5.40          5.60        -13.89        -11.54     653512.89
             5.60          5.80        -13.89        -11.54    1115542.52
             5.80          6.00        -13.89        -11.54    1779119.27
             6.00          6.20        -13.89        -11.54    2802570.83
             6.20          6.40        -13.89        -11.54    3793704.43
             6.40          6.60        -13.89        -11.54    5518445.18
             6.60          6.80        -13.89        -11.54    7566245.33
             6.80          7.00        -13.89        -11.54    9846721.84
             7.00          7.20        -13.89        -11.54   12445993.39
             7.20          7.40        -13.89        -11.54   16684340.56
             7.40          7.60        -13.89        -11.54   20566111.89
             7.60          7.80        -13.89        -11.54   26484078.20
             7.80          8.00        -13.89        -11.54   31905493.34
             8.00          8.20        -13.89        -11.54   41147494.99
             8.20          8.40        -13.89        -11.54   49148147.97
             8.40          8.60        -13.89        -11.54   55175875.16
             8.60          8.80        -13.89        -11.54   67130702.58
             8.80          9.00        -13.89        -11.54   83671827.46
             9.00          9.20        -13.89        -11.54          0.00
             9.20          9.40        -13.89        -11.54          0.00
             9.40          9.60        -13.89        -11.54          0.00
             9.60          9.80        -13.89        -11.54          0.00
             9.80         10.00        -13.89        -11.54          0.00
             2.00          2.20        -11.54         -9.21          0.00
             2.20          2.40        -11.54         -9.21          0.01
             2.40          2.60        -11.54         -9.21          0.08
             2.60          2.80        -11.54         -9.21          0.19
             2.80          3.00        -11.54         -9.21          0.38
             3.00          3.20        -11.54         -9.21          1.62
             3.20          3.40        -11.54         -9.21          5.60
             3.40          3.60        -11.54         -9.21         13.94
             3.60          3.80        -11.54         -9.21         39.84
             3.80          4.00        -11.54         -9.21        211.49
             4.00          4.20        -11.54         -9.21        735.55
             4.20          4.40        -11.54         -9.21       3419.63
             4.40          4.60        -11.54         -9.21      12401.52
             4.60          4.80        -11.54         -9.21      39936.24
             4.80          5.00        -11.54         -9.21     106611.29
             5.00          5.20        -11.54         -9.21     237503.93
             5.20          5.40        -11.54         -9.21     473737.50
             5.40          5.60        -11.54         -9.21     812918.42
             5.60          5.80        -11.54         -9.21    1322287.13
             5.80          6.00        -11.54         -9.21    2114678.72
             6.00          6.20        -11.54         -9.21    3234246.06
             6.20          6.40        -11.54         -9.21    4464524.98
             6.40          6.60        -11.54         -9.21    6310732.83
             6.60          6.80        -11.54         -9.21    8558581.65
             6.80          7.00        -11.54         -9.21   11312797.01
             7.00          7.20        -11.54         -9.21   14537631.52
             7.20          7.40        -11.54         -9.21   18870977.09
             7.40          7.60        -11.54         -9.21   25457334.55
             7.60          7.80        -11.54         -9.21   31195513.12
             7.80          8.00        -11.54         -9.21   35999948.77
             8.00          8.20        -11.54         -9.21   49234172.27
             8.20          8.40        -11.54         -9.21   56675762.32
             8.40          8.60        -11.54         -9.21   67884202.18
             8.60          8.80        -11.54         -9.21   79587241.23
             8.80          9.00        -11.54         -9.21   96478824.77
             9.00          9.20        -11.54         -9.21          0.00
             9.20          9.40        -11.54         -9.21          0.00
             9.40          9.60        -11.54         -9.21          0.00
             9.60          9.80        -11.54         -9.21          0.00
             9.80         10.00        -11.54         -9.21          0.00
             2.00          2.20         -9.21         -6.89          0.04
             2.20          2.40         -9.21         -6.89          0.33
             2.40          2.60         -9.21         -6.89          1.27
             2.60          2.80         -9.21         -6.89          4.65
             2.80          3.00         -9.21         -6.89         12.58
             3.00          3.20         -9.21         -6.89         38.06
             3.20          3.40         -9.21         -6.89         93.46
             3.40          3.60         -9.21         -6.89        352.07
             3.60          3.80         -9.21         -6.89       1036.24
             3.80          4.00         -9.21         -6.89       2782.19
             4.00          4.20         -9.21         -6.89       7545.14
             4.20          4.40         -9.21         -6.89      19360.65
             4.40          4.60         -9.21         -6.89      48597.70
             4.60          4.80         -9.21         -6.89     101671.47
             4.80          5.00         -9.21         -6.89     210879.23
             5.00          5.20         -9.21         -6.89     404952.01
             5.20          5.40         -9.21         -6.89     651992.72
             5.40          5.60         -9.21         -6.89    1189451.07
             5.60          5.80         -9.21         -6.89    1798165.12
             5.80          6.00         -9.21         -6.89    2631559.88
             6.00          6.20         -9.21         -6.89    3977780.56
             6.20          6.40         -9.21         -6.89    5454180.03
             6.40          6.60         -9.21         -6.89    7592125.37
             6.60          6.80         -9.21         -6.89   10324453.76
             6.80          7.00         -9.21         -6.89   13454207.50
             7.00          7.20         -9.21         -6.89   18910118.83
             7.20          7.40         -9.21         -6.89   20990587.16
             7.40          7.60         -9.21         -6.89   29276575.91
             7.60          7.80         -9.21         -6.89   35827976.33
             7.80          8.00         -9.21         -6.89   42496107.69
             8.00          8.20         -9.21         -6.89   53503303.94
             8.20          8.40         -9.21         -6.89   64517316.66
             8.40          8.60         -9.21         -6.89   86217627.11
             8.60          8.80         -9.21         -6.89   96639800.13
             8.80          9.00         -9.21         -6.89   108285044.88
             9.00          9.20         -9.21         -6.89          0.00
             9.20          9.40         -9.21         -6.89          0.00
             9.40          9.60         -9.21         -6.89          0.00
             9.60          9.80         -9.21         -6.89          0.00
             9.80         10.00         -9.21         -6.89          0.00
             2.00          2.20         -6.89         -4.59          0.39
             2.20          2.40         -6.89         -4.59          3.73
             2.40          2.60         -6.89         -4.59         17.54
             2.60          2.80         -6.89         -4.59         63.90
             2.80          3.00         -6.89         -4.59        189.71
             3.00          3.20         -6.89         -4.59        530.39
             3.20          3.40         -6.89         -4.59       1324.65
             3.40          3.60         -6.89         -4.59       3167.86
             3.60          3.80         -6.89         -4.59       7325.10
             3.80          4.00         -6.89         -4.59      16923.25
             4.00          4.20         -6.89         -4.59      35188.38
             4.20          4.40         -6.89         -4.59      70330.63
             4.40          4.60         -6.89         -4.59     132343.09
             4.60          4.80         -6.89         -4.59     230733.84
             4.80          5.00         -6.89         -4.59     415031.06
             5.00          5.20         -6.89         -4.59     688769.49
             5.20          5.40         -6.89         -4.59    1076022.06
             5.40          5.60         -6.89         -4.59    1670102.53
             5.60          5.80         -6.89         -4.59    2412690.35
             5.80          6.00         -6.89         -4.59    3453680.07
             6.00          6.20         -6.89         -4.59    4960707.73
             6.20          6.40         -6.89         -4.59    6765304.50
             6.40          6.60         -6.89         -4.59    8799924.86
             6.60          6.80         -6.89         -4.59   12376539.91
             6.80          7.00         -6.89         -4.59   15623972.25
             7.00          7.20         -6.89         -4.59   22953516.57
             7.20          7.40         -6.89         -4.59   25718637.80
             7.40          7.60         -6.89         -4.59   32400744.64
             7.60          7.80         -6.89         -4.59   44296818.51
             7.80          8.00         -6.89         -4.59   53113292.09
             8.00          8.20         -6.89         -4.59   65754054.70
             8.20          8.40         -6.89         -4.59   78402931.16
             8.40          8.60         -6.89         -4.59   98449207.45
             8.60          8.80         -6.89         -4.59   117034407.09
             8.80          9.00         -6.89         -4.59   142796973.59
             9.00          9.20         -6.89         -4.59          0.00
             9.20          9.40         -6.89         -4.59          0.00
             9.40          9.60         -6.89         -4.59          0.00
             9.60          9.80         -6.89         -4.59          0.00
             9.80         10.00         -6.89         -4.59          0.00
             2.00          2.20         -4.59         -2.29          1.30
             2.20          2.40         -4.59         -2.29         12.72
             2.40          2.60         -4.59         -2.29         61.90
             2.60          2.80         -4.59         -2.29        211.12
             2.80          3.00         -4.59         -2.29        609.51
             3.00          3.20         -4.59         -2.29       1561.10
             3.20          3.40         -4.59         -2.29       3812.14
             3.40          3.60         -4.59         -2.29       8673.91
             3.60          3.80         -4.59         -2.29      18544.99
             3.80          4.00         -4.59         -2.29      38002.09
             4.00          4.20         -4.59         -2.29      74262.61
             4.20          4.40         -4.59         -2.29     134799.10
             4.40          4.60         -4.59         -2.29     238216.42
             4.60          4.80         -4.59         -2.29     389146.71
             4.80          5.00         -4.59         -2.29     641653.54
             5.00          5.20         -4.59         -2.29     955515.54
             5.20          5.40         -4.59         -2.29    1473763.39
             5.40          5.60         -4.59         -2.29    2163758.89
             5.60          5.80         -4.59         -2.29    3092847.39
             5.80          6.00         -4.59         -2.29    4252289.24
             6.00          6.20         -4.59         -2.29    5782858.20
             6.20          6.40         -4.59         -2.29    7646608.01
             6.40          6.60         -4.59         -2.29   10270729.32
             6.60          6.80         -4.59         -2.29   14379921.41
             6.80          7.00         -4.59         -2.29   18758500.50
             7.00          7.20         -4.59         -2.29   22322841.36
             7.20          7.40         -4.59         -2.29   28578741.08
             7.40          7.60         -4.59         -2.29   35529077.68
             7.60          7.80         -4.59         -2.29   42900822.80
             7.80          8.00         -4.59         -2.29   59017341.58
             8.00          8.20         -4.59         -2.29   71228499.99
             8.20          8.40         -4.59         -2.29   84911194.88
             8.40          8.60         -4.59         -2.29   99994102.28
             8.60          8.80         -4.59         -2.29   135976851.40
             8.80          9.00         -4.59         -2.29   161951811.37
             9.00          9.20         -4.59         -2.29          0.00
             9.20          9.40         -4.59         -2.29          0.00
             9.40          9.60         -4.59         -2.29          0.00
             9.60          9.80         -4.59         -2.29          0.00
             9.80         10.00         -4.59         -2.29          0.00
             2.00          2.20         -2.29          0.00          2.47
             2.20          2.40         -2.29          0.00         22.84
             2.40          2.60         -2.29          0.00        108.94
             2.60          2.80         -2.29          0.00        363.79
             2.80          3.00         -2.29          0.00       1039.70
             3.00          3.20         -2.29          0.00       2657.19
             3.20          3.40         -2.29          0.00       6308.49
             3.40          3.60         -2.29          0.00      14049.96
             3.60          3.80         -2.29          0.00      28996.30
             3.80          4.00         -2.29          0.00      58812.39
             4.00          4.20         -2.29          0.00     107311.14
             4.20          4.40         -2.29          0.00     196176.83
             4.40          4.60         -2.29          0.00     327321.11
             4.60          4.80         -2.29          0.00     548174.07
             4.80          5.00         -2.29          0.00     832509.93
             5.00          5.20         -2.29          0.00    1217685.11
             5.20          5.40         -2.29          0.00    1849840.81
             5.40          5.60         -2.29          0.00    2604352.64
             5.60          5.80         -2.29          0.00    3545410.19
             5.80          6.00         -2.29          0.00    4943919.34
             6.00          6.20         -2.29          0.00    6853483.14
             6.20          6.40         -2.29          0.00    8970066.94
             6.40          6.60         -2.29          0.00   12350717.27
             6.60          6.80         -2.29          0.00   15460317.11
             6.80          7.00         -2.29          0.00   20489893.91
             7.00          7.20         -2.29          0.00   24998797.36
             7.20          7.40         -2.29          0.00   36532000.71
             7.40          7.60         -2.29          0.00   45269898.80
             7.60          7.80         -2.29          0.00   50166190.67
             7.80          8.00         -2.29          0.00   68248690.74
             8.00          8.20         -2.29          0.00   78320373.95
             8.20          8.40         -2.29          0.00   108861733.01
             8.40          8.60         -2.29          0.00   118821889.41
             8.60          8.80         -2.29          0.00   142455102.43
             8.80          9.00         -2.29          0.00   169261408.82
             9.00          9.20         -2.29          0.00          0.00
             9.20          9.40         -2.29          0.00          0.00
             9.40          9.60         -2.29          0.00          0.00
             9.60          9.80         -2.29          0.00          0.00
             9.80         10.00         -2.29          0.00          0.00
             2.00          2.20          0.00          2.29          3.59
             2.20          2.40          0.00          2.29         31.22
             2.40          2.60          0.00          2.29        139.24
             2.60          2.80          0.00          2.29        454.52
             2.80          3.00          0.00          2.29       1259.19
             3.00          3.20          0.00          2.29       3196.65
             3.20          3.40          0.00          2.29       7432.19
             3.40          3.60          0.00          2.29      16001.94
             3.60          3.80          0.00          2.29      33738.09
             3.80          4.00          0.00          2.29      65030.28
             4.00          4.20          0.00          2.29     122500.51
             4.20          4.40          0.00          2.29     214645.80
             4.40          4.60          0.00          2.29     366875.14
             4.60          4.80          0.00          2.29     575895.44
             4.80          5.00          0.00          2.29     875145.04
             5.00          5.20          0.00          2.29    1286877.15
             5.20          5.40          0.00          2.29    1932841.59
             5.40          5.60          0.00          2.29    2710809.24
             5.60          5.80          0.00          2.29    3776821.95
             5.80          6.00          0.00          2.29    5221703.27
             6.00          6.20          0.00          2.29    7132927.78
             6.20          6.40          0.00          2.29    9173372.84
             6.40          6.60          0.00          2.29   11955963.79
             6.60          6.80          0.00          2.29   15574331.39
             6.80          7.00          0.00          2.29   20515382.98
             7.00          7.20          0.00          2.29   23317597.00
             7.20          7.40          0.00          2.29   32798408.28
             7.40          7.60          0.00          2.29   38585371.66
             7.60          7.80          0.00          2.29   52988358.45
             7.80          8.00          0.00          2.29   53094762.60
             8.00          8.20          0.00          2.29   76940141.90
             8.20          8.40          0.00          2.29   86483076.22
             8.40          8.60          0.00          2.29   106506635.86
             8.60          8.80          0.00          2.29   113293627.51
             8.80          9.00          0.00          2.29   125974397.29
             9.00          9.20          0.00          2.29          0.00
             9.20          9.40          0.00          2.29          0.00
             9.40          9.60          0.00          2.29          0.00
             9.60          9.80          0.00          2.29          0.00
             9.80         10.00          0.00          2.29          0.00
             2.00          2.20          2.29          4.59          4.72
             2.20          2.40          2.29          4.59         37.43
             2.40          2.60          2.29          4.59        158.90
             2.60          2.80          2.29          4.59        499.05
             2.80          3.00          2.29          4.59       1373.14
             3.00          3.20          2.29          4.59       3393.55
             3.20          3.40          2.29          4.59       7868.03
             3.40          3.60          2.29          4.59      17200.85
             3.60          3.80          2.29          4.59      34727.19
             3.80          4.00          2.29          4.59      69551.22
             4.00          4.20          2.29          4.59     126079.55
             4.20          4.40          2.29          4.59     222606.49
             4.40          4.60          2.29          4.59     355779.09
             4.60          4.80          2.29          4.59     587820.58
             4.80          5.00          2.29          4.59     902842.82
             5.00          5.20          2.29          4.59    1329591.31
             5.20          5.40          2.29          4.59    1869876.19
             5.40          5.60          2.29          4.59    2673501.94
             5.60          5.80          2.29          4.59    3694325.06
             5.80          6.00          2.29          4.59    4886783.70
             6.00          6.20          2.29          4.59    6326714.90
             6.20          6.40          2.29          4.59    8252131.62
             6.40          6.60          2.29          4.59   10557838.14
             6.60          6.80          2.29          4.59   13181348.94
             6.80          7.00          2.29          4.59   16247569.61
             7.00          7.20          2.29          4.59   18976662.85
             7.20          7.40          2.29          4.59   23404864.53
             7.40          7.60          2.29          4.59   30299553.74
             7.60          7.80          2.29          4.59   35193926.27
             7.80          8.00          2.29          4.59   38920185.79
             8.00          8.20          2.29          4.59   38094012.96
             8.20          8.40          2.29          4.59   47047749.24
             8.40          8.60          2.29          4.59   43882258.42
             8.60          8.80          2.29          4.59   49380470.22
             8.80          9.00          2.29          4.59   52222931.95
             9.00          9.20          2.29          4.59          0.00
             9.20          9.40          2.29          4.59          0.00
             9.40          9.60          2.29          4.59          0.00
             9.60          9.80          2.29          4.59          0.00
             9.80         10.00          2.29          4.59          0.00
             2.00          2.20          4.59          6.89          5.52
             2.20          2.40          4.59          6.89         42.24
             2.40          2.60          4.59          6.89        172.88
             2.60          2.80          4.59          6.89        537.35
             2.80          3.00          4.59          6.89       1433.35
             3.00          3.20          4.59          6.89       3578.28
             3.20          3.40          4.59          6.89       8300.77
             3.40          3.60          4.59          6.89      17895.68
             3.60          3.80          4.59          6.89      36592.01
             3.80          4.00          4.59          6.89      68893.44
             4.00          4.20          4.59          6.89     128840.44
             4.20          4.40          4.59          6.89     217484.44
             4.40          4.60          4.59          6.89     369041.37
             4.60          4.80          4.59          6.89     565954.65
             4.80          5.00          4.59          6.89     864317.98
             5.00          5.20          4.59          6.89    1219300.02
             5.20          5.40          4.59          6.89    1762052.49
             5.40          5.60          4.59          6.89    2538371.20
             5.60          5.80          4.59          6.89    3405130.17
             5.80          6.00          4.59          6.89    4267971.96
             6.00          6.20          4.59          6.89    5699317.30
             6.20          6.40          4.59          6.89    7580719.85
             6.40          6.60          4.59          6.89    8627942.13
             6.60          6.80          4.59          6.89   10991398.18
             6.80          7.00          4.59          6.89   13028867.86
             7.00          7.20          4.59          6.89   17125214.95
             7.20          7.40          4.59          6.89   18232247.66
             7.40          7.60          4.59          6.89   21865805.49
             7.60          7.80          4.59          6.89   21029630.59
             7.80          8.00          4.59          6.89   23600664.91
             8.00          8.20          4.59          6.89   26156354.89
             8.20          8.40          4.59          6.89   25153223.15
             8.40          8.60          4.59          6.89   20620563.00
             8.60          8.80          4.59          6.89   20074007.07
             8.80          9.00          4.59          6.89   20640271.32
             9.00          9.20          4.59          6.89          0.00
             9.20          9.40          4.59          6.89          0.00
             9.40          9.60          4.59          6.89          0.00
             9.60          9.80          4.59          6.89          0.00
             9.80         10.00          4.59          6.89          0.00
             2.00          2.20          6.89          9.21          6.17
             2.20          2.40          6.89          9.21         45.57
             2.40          2.60          6.89          9.21        181.95
             2.60          2.80          6.89          9.21        554.69
             2.80          3.00          6.89          9.21       1481.82
             3.00          3.20          6.89          9.21       3647.03
             3.20          3.40          6.89          9.21       8337.05
             3.40          3.60          6.89          9.21      18339.77
             3.60          3.80          6.89          9.21      37019.20
             3.80          4.00          6.89          9.21      70797.68
             4.00          4.20          6.89          9.21     129568.39
             4.20          4.40          6.89          9.21     219007.87
             4.40          4.60          6.89          9.21     352233.57
             4.60          4.80          6.89          9.21     554009.69
             4.80          5.00          6.89          9.21     843339.25
             5.00          5.20          6.89          9.21    1213062.40
             5.20          5.40          6.89          9.21    1693628.85
             5.40          5.60          6.89          9.21    2297588.14
             5.60          5.80          6.89          9.21    3011216.81
             5.80          6.00          6.89          9.21    3849901.77
             6.00          6.20          6.89          9.21    5113661.40
             6.20          6.40          6.89          9.21    6517307.38
             6.40          6.60          6.89          9.21    7726640.97
             6.60          6.80          6.89          9.21    9038510.93
             6.80          7.00          6.89          9.21   10362897.63
             7.00          7.20          6.89          9.21   11452857.71
             7.20          7.40          6.89          9.21   13441936.08
             7.40          7.60          6.89          9.21   12227892.98
             7.60          7.80          6.89          9.21   12757619.93
             7.80          8.00          6.89          9.21   15150494.83
             8.00          8.20          6.89          9.21   10614218.35
             8.20          8.40          6.89          9.21   10544770.91
             8.40          8.60          6.89          9.21    8830773.41
             8.60          8.80          6.89          9.21    6980409.42
             8.80          9.00          6.89          9.21    6878291.19
             9.00          9.20          6.89          9.21          0.00
             9.20          9.40          6.89          9.21          0.00
             9.40          9.60          6.89          9.21          0.00
             9.60          9.80          6.89          9.21          0.00
             9.80         10.00          6.89          9.21          0.00
             2.00          2.20          9.21         11.54          6.68
             2.20          2.40          9.21         11.54         47.51
             2.40          2.60          9.21         11.54        189.38
             2.60          2.80          9.21         11.54        571.74
             2.80          3.00          9.21         11.54       1513.27
             3.00          3.20          9.21         11.54       3718.99
             3.20          3.40          9.21         11.54       8439.66
             3.40          3.60          9.21         11.54      18418.49
             3.60          3.80          9.21         11.54      36704.02
             3.80          4.00          9.21         11.54      70373.91
             4.00          4.20          9.21         11.54     127351.80
             4.20          4.40          9.21         11.54     218448.00
             4.40          4.60          9.21         11.54     340190.45
