#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.20          6.40        -26.10        -23.58    1791770.37
             6.40          6.60        -26.10        -23.58    2533419.00
             6.60          6.80        -26.10        -23.58    3500304.68
             6.80          7.00        -26.10        -23.58    4373996.49
             7.00          7.20        -26.10        -23.58    5549830.19
             7.20          7.40        -26.10        -23.58    6798971.55
             7.40          7.60        -26.10        -23.58    8381651.35
             7.60          7.80        -26.10        -23.58   10388382.74
             7.80          8.00        -26.10        -23.58   12382711.08
             8.00          8.20        -26.10        -23.58   14792275.55
             8.20          8.40        -26.10        -23.58   17326637.90
             8.40          8.60        -26.10        -23.58   20525841.60
             8.60          8.80        -26.10        -23.58   25096659.65
             8.80          9.00        -26.10        -23.58   27719795.25
             9.00          9.20        -26.10        -23.58          0.00
             9.20          9.40        -26.10        -23.58          0.00
             9.40          9.60        -26.10        -23.58          0.00
             9.60          9.80        -26.10        -23.58          0.00
             9.80         10.00        -26.10        -23.58          0.00
             2.00          2.20        -23.58        -21.10          0.00
             2.20          2.40        -23.58        -21.10          0.00
             2.40          2.60        -23.58        -21.10          0.00
             2.60          2.80        -23.58        -21.10          0.00
             2.80          3.00        -23.58        -21.10          0.00
             3.00          3.20        -23.58        -21.10          0.00
             3.20          3.40        -23.58        -21.10          0.00
             3.40          3.60        -23.58        -21.10          0.00
             3.60          3.80        -23.58        -21.10          0.00
             3.80          4.00        -23.58        -21.10          0.00
             4.00          4.20        -23.58        -21.10          0.00
             4.20          4.40        -23.58        -21.10         93.81
             4.40          4.60        -23.58        -21.10        711.46
             4.60          4.80        -23.58        -21.10       3449.57
             4.80          5.00        -23.58        -21.10       9798.76
             5.00          5.20        -23.58        -21.10      27916.03
             5.20          5.40        -23.58        -21.10      78025.76
             5.40          5.60        -23.58        -21.10     176237.05
             5.60          5.80        -23.58        -21.10     417768.31
             5.80          6.00        -23.58        -21.10     806378.16
             6.00          6.20        -23.58        -21.10    1289840.42
             6.20          6.40        -23.58        -21.10    2109094.15
             6.40          6.60        -23.58        -21.10    2789327.02
             6.60          6.80        -23.58        -21.10    3596562.29
             6.80          7.00        -23.58        -21.10    4655370.48
             7.00          7.20        -23.58        -21.10    5957787.34
             7.20          7.40        -23.58        -21.10    7428157.23
             7.40          7.60        -23.58        -21.10    9661389.68
             7.60          7.80        -23.58        -21.10   11317740.60
             7.80          8.00        -23.58        -21.10   13737161.09
             8.00          8.20        -23.58        -21.10   16604392.53
             8.20          8.40        -23.58        -21.10   20009009.73
             8.40          8.60        -23.58        -21.10   23226525.78
             8.60          8.80        -23.58        -21.10   27812334.01
             8.80          9.00        -23.58        -21.10   30767706.91
             9.00          9.20        -23.58        -21.10          0.00
             9.20          9.40        -23.58        -21.10          0.00
             9.40          9.60        -23.58        -21.10          0.00
             9.60          9.80        -23.58        -21.10          0.00
             9.80         10.00        -23.58        -21.10          0.00
             2.00          2.20        -21.10        -18.66          0.00
             2.20          2.40        -21.10        -18.66          0.00
             2.40          2.60        -21.10        -18.66          0.00
             2.60          2.80        -21.10        -18.66          0.00
             2.80          3.00        -21.10        -18.66          0.00
             3.00          3.20        -21.10        -18.66          0.00
             3.20          3.40        -21.10        -18.66          0.00
             3.40          3.60        -21.10        -18.66          0.00
             3.60          3.80        -21.10        -18.66          0.00
             3.80          4.00        -21.10        -18.66          0.00
             4.00          4.20        -21.10        -18.66          0.00
             4.20          4.40        -21.10        -18.66        275.01
             4.40          4.60        -21.10        -18.66       1348.46
             4.60          4.80        -21.10        -18.66       4204.59
             4.80          5.00        -21.10        -18.66      14088.89
             5.00          5.20        -21.10        -18.66      39706.09
             5.20          5.40        -21.10        -18.66      91391.80
             5.40          5.60        -21.10        -18.66     218007.01
             5.60          5.80        -21.10        -18.66     461750.72
             5.80          6.00        -21.10        -18.66     929104.05
             6.00          6.20        -21.10        -18.66    1499272.80
             6.20          6.40        -21.10        -18.66    2161897.76
             6.40          6.60        -21.10        -18.66    3086323.88
             6.60          6.80        -21.10        -18.66    4037475.73
             6.80          7.00        -21.10        -18.66    5353108.72
             7.00          7.20        -21.10        -18.66    6743340.47
             7.20          7.40        -21.10        -18.66    8410573.76
             7.40          7.60        -21.10        -18.66   10316764.86
             7.60          7.80        -21.10        -18.66   12776100.18
             7.80          8.00        -21.10        -18.66   15441717.32
             8.00          8.20        -21.10        -18.66   18006459.05
             8.20          8.40        -21.10        -18.66   22158712.71
             8.40          8.60        -21.10        -18.66   26461667.97
             8.60          8.80        -21.10        -18.66   30777904.63
             8.80          9.00        -21.10        -18.66   36459851.07
             9.00          9.20        -21.10        -18.66          0.00
             9.20          9.40        -21.10        -18.66          0.00
             9.40          9.60        -21.10        -18.66          0.00
             9.60          9.80        -21.10        -18.66          0.00
             9.80         10.00        -21.10        -18.66          0.00
             2.00          2.20        -18.66        -16.26          0.00
             2.20          2.40        -18.66        -16.26          0.00
             2.40          2.60        -18.66        -16.26          0.00
             2.60          2.80        -18.66        -16.26          0.00
             2.80          3.00        -18.66        -16.26          0.00
             3.00          3.20        -18.66        -16.26          0.00
             3.20          3.40        -18.66        -16.26          0.00
             3.40          3.60        -18.66        -16.26          0.00
             3.60          3.80        -18.66        -16.26          0.00
             3.80          4.00        -18.66        -16.26          0.00
             4.00          4.20        -18.66        -16.26        199.81
             4.20          4.40        -18.66        -16.26        337.61
             4.40          4.60        -18.66        -16.26       2388.12
             4.60          4.80        -18.66        -16.26       5114.93
             4.80          5.00        -18.66        -16.26      16353.70
             5.00          5.20        -18.66        -16.26      48880.04
             5.20          5.40        -18.66        -16.26     124075.12
             5.40          5.60        -18.66        -16.26     293616.63
             5.60          5.80        -18.66        -16.26     574780.30
             5.80          6.00        -18.66        -16.26    1072149.87
             6.00          6.20        -18.66        -16.26    1698463.59
             6.20          6.40        -18.66        -16.26    2507785.72
             6.40          6.60        -18.66        -16.26    3457069.59
             6.60          6.80        -18.66        -16.26    4624729.81
             6.80          7.00        -18.66        -16.26    5957276.84
             7.00          7.20        -18.66        -16.26    7690941.11
             7.20          7.40        -18.66        -16.26    9444141.47
             7.40          7.60        -18.66        -16.26   11971566.54
             7.60          7.80        -18.66        -16.26   14345998.73
             7.80          8.00        -18.66        -16.26   17404015.07
             8.00          8.20        -18.66        -16.26   21668564.87
             8.20          8.40        -18.66        -16.26   25467376.80
             8.40          8.60        -18.66        -16.26   29878956.10
             8.60          8.80        -18.66        -16.26   34873738.88
             8.80          9.00        -18.66        -16.26   41385474.78
             9.00          9.20        -18.66        -16.26          0.00
             9.20          9.40        -18.66        -16.26          0.00
             9.40          9.60        -18.66        -16.26          0.00
             9.60          9.80        -18.66        -16.26          0.00
             9.80         10.00        -18.66        -16.26          0.00
             2.00          2.20        -16.26        -13.89          0.00
             2.20          2.40        -16.26        -13.89          0.00
             2.40          2.60        -16.26        -13.89          0.00
             2.60          2.80        -16.26        -13.89          0.00
             2.80          3.00        -16.26        -13.89          0.00
             3.00          3.20        -16.26        -13.89          0.00
             3.20          3.40        -16.26        -13.89          0.00
             3.40          3.60        -16.26        -13.89          0.00
             3.60          3.80        -16.26        -13.89          0.00
             3.80          4.00        -16.26        -13.89         22.58
             4.00          4.20        -16.26        -13.89        178.62
             4.20          4.40        -16.26        -13.89       1166.43
             4.40          4.60        -16.26        -13.89       3022.67
             4.60          4.80        -16.26        -13.89      11163.58
             4.80          5.00        -16.26        -13.89      28605.18
             5.00          5.20        -16.26        -13.89      82640.15
             5.20          5.40        -16.26        -13.89     175500.28
             5.40          5.60        -16.26        -13.89     361970.12
             5.60          5.80        -16.26        -13.89     724846.36
             5.80          6.00        -16.26        -13.89    1275389.74
             6.00          6.20        -16.26        -13.89    1950068.41
             6.20          6.40        -16.26        -13.89    2940844.63
             6.40          6.60        -16.26        -13.89    3966025.23
             6.60          6.80        -16.26        -13.89    5349132.97
             6.80          7.00        -16.26        -13.89    6605915.19
             7.00          7.20        -16.26        -13.89    8586007.06
             7.20          7.40        -16.26        -13.89   11293410.42
             7.40          7.60        -16.26        -13.89   13501333.06
             7.60          7.80        -16.26        -13.89   16807715.23
             7.80          8.00        -16.26        -13.89   20640981.24
             8.00          8.20        -16.26        -13.89   24319687.17
             8.20          8.40        -16.26        -13.89   28457906.77
             8.40          8.60        -16.26        -13.89   34614766.02
             8.60          8.80        -16.26        -13.89   40645248.47
             8.80          9.00        -16.26        -13.89   47769113.48
             9.00          9.20        -16.26        -13.89          0.00
             9.20          9.40        -16.26        -13.89          0.00
             9.40          9.60        -16.26        -13.89          0.00
             9.60          9.80        -16.26        -13.89          0.00
             9.80         10.00        -16.26        -13.89          0.00
             2.00          2.20        -13.89        -11.54          0.00
             2.20          2.40        -13.89        -11.54          0.00
             2.40          2.60        -13.89        -11.54          0.00
             2.60          2.80        -13.89        -11.54          0.00
             2.80          3.00        -13.89        -11.54          0.00
             3.00          3.20        -13.89        -11.54          0.00
             3.20          3.40        -13.89        -11.54          0.00
             3.40          3.60        -13.89        -11.54          0.00
             3.60          3.80        -13.89        -11.54         17.95
             3.80          4.00        -13.89        -11.54         76.99
             4.00          4.20        -13.89        -11.54        365.11
             4.20          4.40        -13.89        -11.54       2478.05
             4.40          4.60        -13.89        -11.54       5912.33
             4.60          4.80        -13.89        -11.54      18668.69
             4.80          5.00        -13.89        -11.54      51099.06
             5.00          5.20        -13.89        -11.54     121466.90
             5.20          5.40        -13.89        -11.54     263988.54
             5.40          5.60        -13.89        -11.54     501403.59
             5.60          5.80        -13.89        -11.54     925743.29
             5.80          6.00        -13.89        -11.54    1541233.62
             6.00          6.20        -13.89        -11.54    2372139.02
             6.20          6.40        -13.89        -11.54    3356799.09
             6.40          6.60        -13.89        -11.54    4492259.95
             6.60          6.80        -13.89        -11.54    6134142.06
             6.80          7.00        -13.89        -11.54    7612307.29
             7.00          7.20        -13.89        -11.54    9800334.71
             7.20          7.40        -13.89        -11.54   12482083.87
             7.40          7.60        -13.89        -11.54   15561664.71
             7.60          7.80        -13.89        -11.54   19720688.23
             7.80          8.00        -13.89        -11.54   23462867.30
             8.00          8.20        -13.89        -11.54   28791309.30
             8.20          8.40        -13.89        -11.54   34782157.27
             8.40          8.60        -13.89        -11.54   41080468.62
             8.60          8.80        -13.89        -11.54   48773861.23
             8.80          9.00        -13.89        -11.54   57338634.11
             9.00          9.20        -13.89        -11.54          0.00
             9.20          9.40        -13.89        -11.54          0.00
             9.40          9.60        -13.89        -11.54          0.00
             9.60          9.80        -13.89        -11.54          0.00
             9.80         10.00        -13.89        -11.54          0.00
             2.00          2.20        -11.54         -9.21          0.00
             2.20          2.40        -11.54         -9.21          0.00
             2.40          2.60        -11.54         -9.21          0.00
             2.60          2.80        -11.54         -9.21          0.00
             2.80          3.00        -11.54         -9.21          0.00
             3.00          3.20        -11.54         -9.21          0.00
             3.20          3.40        -11.54         -9.21          0.00
             3.40          3.60        -11.54         -9.21         42.10
             3.60          3.80        -11.54         -9.21        214.81
             3.80          4.00        -11.54         -9.21        402.84
             4.00          4.20        -11.54         -9.21       1188.73
             4.20          4.40        -11.54         -9.21       4026.47
             4.40          4.60        -11.54         -9.21      12137.59
             4.60          4.80        -11.54         -9.21      36193.48
             4.80          5.00        -11.54         -9.21      87118.54
             5.00          5.20        -11.54         -9.21     203220.34
             5.20          5.40        -11.54         -9.21     421445.93
             5.40          5.60        -11.54         -9.21     723186.58
             5.60          5.80        -11.54         -9.21    1227256.85
             5.80          6.00        -11.54         -9.21    1896257.86
             6.00          6.20        -11.54         -9.21    2718950.87
             6.20          6.40        -11.54         -9.21    3993702.86
             6.40          6.60        -11.54         -9.21    5360452.43
             6.60          6.80        -11.54         -9.21    7132561.96
             6.80          7.00        -11.54         -9.21    9286466.81
             7.00          7.20        -11.54         -9.21   11859614.53
             7.20          7.40        -11.54         -9.21   15376989.08
             7.40          7.60        -11.54         -9.21   18777488.22
             7.60          7.80        -11.54         -9.21   24041351.06
             7.80          8.00        -11.54         -9.21   29222105.86
             8.00          8.20        -11.54         -9.21   34967455.54
             8.20          8.40        -11.54         -9.21   40693411.29
             8.40          8.60        -11.54         -9.21   52032757.31
             8.60          8.80        -11.54         -9.21   59286173.08
             8.80          9.00        -11.54         -9.21   72055582.23
             9.00          9.20        -11.54         -9.21          0.00
             9.20          9.40        -11.54         -9.21          0.00
             9.40          9.60        -11.54         -9.21          0.00
             9.60          9.80        -11.54         -9.21          0.00
             9.80         10.00        -11.54         -9.21          0.00
             2.00          2.20         -9.21         -6.89          0.00
             2.20          2.40         -9.21         -6.89          0.00
             2.40          2.60         -9.21         -6.89          0.00
             2.60          2.80         -9.21         -6.89          0.00
             2.80          3.00         -9.21         -6.89          3.00
             3.00          3.20         -9.21         -6.89         13.03
             3.20          3.40         -9.21         -6.89         46.93
             3.40          3.60         -9.21         -6.89        317.42
             3.60          3.80         -9.21         -6.89        598.64
             3.80          4.00         -9.21         -6.89       1885.51
             4.00          4.20         -9.21         -6.89       4205.55
             4.20          4.40         -9.21         -6.89      13567.96
             4.40          4.60         -9.21         -6.89      34551.19
             4.60          4.80         -9.21         -6.89      82733.11
             4.80          5.00         -9.21         -6.89     178012.47
             5.00          5.20         -9.21         -6.89     372966.59
             5.20          5.40         -9.21         -6.89     640961.17
             5.40          5.60         -9.21         -6.89    1102373.67
             5.60          5.80         -9.21         -6.89    1603138.02
             5.80          6.00         -9.21         -6.89    2435407.31
             6.00          6.20         -9.21         -6.89    3352107.07
             6.20          6.40         -9.21         -6.89    4696640.73
             6.40          6.60         -9.21         -6.89    6582614.20
             6.60          6.80         -9.21         -6.89    8691258.26
             6.80          7.00         -9.21         -6.89   11138494.17
             7.00          7.20         -9.21         -6.89   14275703.82
             7.20          7.40         -9.21         -6.89   18426422.85
             7.40          7.60         -9.21         -6.89   22612388.57
             7.60          7.80         -9.21         -6.89   28931301.68
             7.80          8.00         -9.21         -6.89   35553354.74
             8.00          8.20         -9.21         -6.89   43444443.14
             8.20          8.40         -9.21         -6.89   53039254.23
             8.40          8.60         -9.21         -6.89   63521377.48
             8.60          8.80         -9.21         -6.89   75683341.23
             8.80          9.00         -9.21         -6.89   90130616.39
             9.00          9.20         -9.21         -6.89          0.00
             9.20          9.40         -9.21         -6.89          0.00
             9.40          9.60         -9.21         -6.89          0.00
             9.60          9.80         -9.21         -6.89          0.00
             9.80         10.00         -9.21         -6.89          0.00
             2.00          2.20         -6.89         -4.59          0.00
             2.20          2.40         -6.89         -4.59          0.00
             2.40          2.60         -6.89         -4.59          3.03
             2.60          2.80         -6.89         -4.59         17.13
             2.80          3.00         -6.89         -4.59         23.72
             3.00          3.20         -6.89         -4.59        173.59
             3.20          3.40         -6.89         -4.59        478.04
             3.40          3.60         -6.89         -4.59       1382.26
             3.60          3.80         -6.89         -4.59       3418.17
             3.80          4.00         -6.89         -4.59      10332.08
             4.00          4.20         -6.89         -4.59      22269.78
             4.20          4.40         -6.89         -4.59      57285.22
             4.40          4.60         -6.89         -4.59     116712.60
             4.60          4.80         -6.89         -4.59     205160.27
             4.80          5.00         -6.89         -4.59     369204.02
             5.00          5.20         -6.89         -4.59     648200.88
             5.20          5.40         -6.89         -4.59    1003927.40
             5.40          5.60         -6.89         -4.59    1452803.85
             5.60          5.80         -6.89         -4.59    2247562.45
             5.80          6.00         -6.89         -4.59    3335629.57
             6.00          6.20         -6.89         -4.59    4346367.71
             6.20          6.40         -6.89         -4.59    6451696.55
             6.40          6.60         -6.89         -4.59    8362796.16
             6.60          6.80         -6.89         -4.59   11037798.10
             6.80          7.00         -6.89         -4.59   14018132.37
             7.00          7.20         -6.89         -4.59   18497805.76
             7.20          7.40         -6.89         -4.59   23579123.56
             7.40          7.60         -6.89         -4.59   29886364.12
             7.60          7.80         -6.89         -4.59   37422043.56
             7.80          8.00         -6.89         -4.59   45035132.95
             8.00          8.20         -6.89         -4.59   56159697.49
             8.20          8.40         -6.89         -4.59   68243731.93
             8.40          8.60         -6.89         -4.59   82202603.03
             8.60          8.80         -6.89         -4.59   98288193.86
             8.80          9.00         -6.89         -4.59   123820428.75
             9.00          9.20         -6.89         -4.59          0.00
             9.20          9.40         -6.89         -4.59          0.00
             9.40          9.60         -6.89         -4.59          0.00
             9.60          9.80         -6.89         -4.59          0.00
             9.80         10.00         -6.89         -4.59          0.00
             2.00          2.20         -4.59         -2.29          0.23
             2.20          2.40         -4.59         -2.29          1.32
             2.40          2.60         -4.59         -2.29         30.51
             2.60          2.80         -4.59         -2.29         91.76
             2.80          3.00         -4.59         -2.29        294.29
             3.00          3.20         -4.59         -2.29       1092.41
             3.20          3.40         -4.59         -2.29       2293.53
             3.40          3.60         -4.59         -2.29       6297.32
             3.60          3.80         -4.59         -2.29      15276.82
             3.80          4.00         -4.59         -2.29      34504.07
             4.00          4.20         -4.59         -2.29      67575.68
             4.20          4.40         -4.59         -2.29     121618.48
             4.40          4.60         -4.59         -2.29     206984.97
             4.60          4.80         -4.59         -2.29     371528.55
             4.80          5.00         -4.59         -2.29     593624.61
             5.00          5.20         -4.59         -2.29     887929.82
             5.20          5.40         -4.59         -2.29    1379773.18
             5.40          5.60         -4.59         -2.29    1933291.62
             5.60          5.80         -4.59         -2.29    2862804.17
             5.80          6.00         -4.59         -2.29    4080052.22
             6.00          6.20         -4.59         -2.29    5325231.89
             6.20          6.40         -4.59         -2.29    7515800.70
             6.40          6.60         -4.59         -2.29   10106396.98
             6.60          6.80         -4.59         -2.29   13211219.66
             6.80          7.00         -4.59         -2.29   16643971.54
             7.00          7.20         -4.59         -2.29   23639788.46
             7.20          7.40         -4.59         -2.29   29126746.83
             7.40          7.60         -4.59         -2.29   35096024.45
             7.60          7.80         -4.59         -2.29   47294746.30
             7.80          8.00         -4.59         -2.29   57248048.74
             8.00          8.20         -4.59         -2.29   70744425.26
             8.20          8.40         -4.59         -2.29   90671906.38
             8.40          8.60         -4.59         -2.29   109104545.76
             8.60          8.80         -4.59         -2.29   134628911.01
             8.80          9.00         -4.59         -2.29   162372444.58
             9.00          9.20         -4.59         -2.29          0.00
             9.20          9.40         -4.59         -2.29          0.00
             9.40          9.60         -4.59         -2.29          0.00
             9.60          9.80         -4.59         -2.29          0.00
             9.80         10.00         -4.59         -2.29          0.00
             2.00          2.20         -2.29          0.00          0.30
             2.20          2.40         -2.29          0.00          8.89
             2.40          2.60         -2.29          0.00         52.42
             2.60          2.80         -2.29          0.00        134.96
             2.80          3.00         -2.29          0.00        429.13
             3.00          3.20         -2.29          0.00       1199.87
             3.20          3.40         -2.29          0.00       3343.84
             3.40          3.60         -2.29          0.00       6913.32
             3.60          3.80         -2.29          0.00      17908.48
             3.80          4.00         -2.29          0.00      38698.76
             4.00          4.20         -2.29          0.00      74226.27
             4.20          4.40         -2.29          0.00     135961.31
             4.40          4.60         -2.29          0.00     255945.49
             4.60          4.80         -2.29          0.00     385752.41
             4.80          5.00         -2.29          0.00     691538.14
             5.00          5.20         -2.29          0.00    1002939.23
             5.20          5.40         -2.29          0.00    1467611.28
             5.40          5.60         -2.29          0.00    2120807.14
             5.60          5.80         -2.29          0.00    3033692.72
             5.80          6.00         -2.29          0.00    4328168.85
             6.00          6.20         -2.29          0.00    5716627.30
             6.20          6.40         -2.29          0.00    7932373.22
             6.40          6.60         -2.29          0.00   10747786.26
             6.60          6.80         -2.29          0.00   14481247.65
             6.80          7.00         -2.29          0.00   18161083.41
             7.00          7.20         -2.29          0.00   24092194.24
             7.20          7.40         -2.29          0.00   30000381.41
             7.40          7.60         -2.29          0.00   37789602.55
             7.60          7.80         -2.29          0.00   50869897.05
             7.80          8.00         -2.29          0.00   61711535.65
             8.00          8.20         -2.29          0.00   72864635.43
             8.20          8.40         -2.29          0.00   96883133.30
             8.40          8.60         -2.29          0.00   119647329.91
             8.60          8.80         -2.29          0.00   146506913.33
             8.80          9.00         -2.29          0.00   167799484.07
             9.00          9.20         -2.29          0.00          0.00
             9.20          9.40         -2.29          0.00          0.00
             9.40          9.60         -2.29          0.00          0.00
             9.60          9.80         -2.29          0.00          0.00
             9.80         10.00         -2.29          0.00          0.00
             2.00          2.20          0.00          2.29          0.68
             2.20          2.40          0.00          2.29         18.37
             2.40          2.60          0.00          2.29         69.90
             2.60          2.80          0.00          2.29        278.53
             2.80          3.00          0.00          2.29        710.81
             3.00          3.20          0.00          2.29       2045.28
             3.20          3.40          0.00          2.29       4501.08
             3.40          3.60          0.00          2.29      10063.38
             3.60          3.80          0.00          2.29      23722.65
             3.80          4.00          0.00          2.29      46440.16
             4.00          4.20          0.00          2.29      97440.18
             4.20          4.40          0.00          2.29     166829.04
             4.40          4.60          0.00          2.29     296849.92
             4.60          4.80          0.00          2.29     473659.51
             4.80          5.00          0.00          2.29     770400.62
             5.00          5.20          0.00          2.29    1082339.03
             5.20          5.40          0.00          2.29    1672860.54
             5.40          5.60          0.00          2.29    2323230.59
             5.60          5.80          0.00          2.29    3189576.79
             5.80          6.00          0.00          2.29    4556211.63
             6.00          6.20          0.00          2.29    6072674.13
             6.20          6.40          0.00          2.29    8261667.06
             6.40          6.60          0.00          2.29   11467775.65
             6.60          6.80          0.00          2.29   14739955.60
             6.80          7.00          0.00          2.29   18446821.53
             7.00          7.20          0.00          2.29   24749198.63
             7.20          7.40          0.00          2.29   30911896.25
             7.40          7.60          0.00          2.29   37372086.89
             7.60          7.80          0.00          2.29   47130214.15
             7.80          8.00          0.00          2.29   56965783.30
             8.00          8.20          0.00          2.29   70909148.15
             8.20          8.40          0.00          2.29   86533603.89
             8.40          8.60          0.00          2.29   99933551.86
             8.60          8.80          0.00          2.29   118358290.28
             8.80          9.00          0.00          2.29   137024507.41
             9.00          9.20          0.00          2.29          0.00
             9.20          9.40          0.00          2.29          0.00
             9.40          9.60          0.00          2.29          0.00
             9.60          9.80          0.00          2.29          0.00
             9.80         10.00          0.00          2.29          0.00
             2.00          2.20          2.29          4.59          1.11
             2.20          2.40          2.29          4.59         17.88
             2.40          2.60          2.29          4.59         96.98
             2.60          2.80          2.29          4.59        288.85
             2.80          3.00          2.29          4.59        865.34
             3.00          3.20          2.29          4.59       1819.93
             3.20          3.40          2.29          4.59       4889.69
             3.40          3.60          2.29          4.59      11921.42
             3.60          3.80          2.29          4.59      25865.41
             3.80          4.00          2.29          4.59      51166.21
             4.00          4.20          2.29          4.59      97891.90
             4.20          4.40          2.29          4.59     168358.50
             4.40          4.60          2.29          4.59     305694.34
             4.60          4.80          2.29          4.59     478059.67
             4.80          5.00          2.29          4.59     779481.81
             5.00          5.20          2.29          4.59    1170014.39
             5.20          5.40          2.29          4.59    1734170.09
             5.40          5.60          2.29          4.59    2348290.66
             5.60          5.80          2.29          4.59    3253406.50
             5.80          6.00          2.29          4.59    4297512.45
             6.00          6.20          2.29          4.59    6036676.13
             6.20          6.40          2.29          4.59    7579553.86
             6.40          6.60          2.29          4.59   10521063.30
             6.60          6.80          2.29          4.59   12806146.37
             6.80          7.00          2.29          4.59   15208720.53
             7.00          7.20          2.29          4.59   19429111.53
             7.20          7.40          2.29          4.59   24933062.59
             7.40          7.60          2.29          4.59   27245650.22
             7.60          7.80          2.29          4.59   32392491.12
             7.80          8.00          2.29          4.59   38002783.65
             8.00          8.20          2.29          4.59   41673173.48
             8.20          8.40          2.29          4.59   50651697.11
             8.40          8.60          2.29          4.59   48714218.22
             8.60          8.80          2.29          4.59   51639170.58
             8.80          9.00          2.29          4.59   50784640.65
             9.00          9.20          2.29          4.59          0.00
             9.20          9.40          2.29          4.59          0.00
             9.40          9.60          2.29          4.59          0.00
             9.60          9.80          2.29          4.59          0.00
             9.80         10.00          2.29          4.59          0.00
             2.00          2.20          4.59          6.89          2.67
             2.20          2.40          4.59          6.89         20.17
             2.40          2.60          4.59          6.89         93.35
             2.60          2.80          4.59          6.89        287.57
             2.80          3.00          4.59          6.89        891.28
             3.00          3.20          4.59          6.89       1869.65
             3.20          3.40          4.59          6.89       4934.22
             3.40          3.60          4.59          6.89      12414.91
             3.60          3.80          4.59          6.89      25133.53
             3.80          4.00          4.59          6.89      50379.53
             4.00          4.20          4.59          6.89     101398.31
             4.20          4.40          4.59          6.89     164943.91
             4.40          4.60          4.59          6.89     292082.44
             4.60          4.80          4.59          6.89     465031.39
             4.80          5.00          4.59          6.89     727241.06
             5.00          5.20          4.59          6.89    1044896.53
             5.20          5.40          4.59          6.89    1586897.75
             5.40          5.60          4.59          6.89    2215502.04
             5.60          5.80          4.59          6.89    3052088.25
             5.80          6.00          4.59          6.89    3946490.51
             6.00          6.20          4.59          6.89    5250851.39
             6.20          6.40          4.59          6.89    6730885.36
             6.40          6.60          4.59          6.89    8502524.61
             6.60          6.80          4.59          6.89   10374392.75
             6.80          7.00          4.59          6.89   12617367.95
             7.00          7.20          4.59          6.89   14553347.04
             7.20          7.40          4.59          6.89   16830108.16
             7.40          7.60          4.59          6.89   18282188.20
             7.60          7.80          4.59          6.89   21081254.55
             7.80          8.00          4.59          6.89   21856497.71
             8.00          8.20          4.59          6.89   21451785.94
             8.20          8.40          4.59          6.89   23142848.51
             8.40          8.60          4.59          6.89   20351505.20
             8.60          8.80          4.59          6.89   18989686.64
             8.80          9.00          4.59          6.89   14432289.38
             9.00          9.20          4.59          6.89          0.00
             9.20          9.40          4.59          6.89          0.00
             9.40          9.60          4.59          6.89          0.00
             9.60          9.80          4.59          6.89          0.00
             9.80         10.00          4.59          6.89          0.00
             2.00          2.20          6.89          9.21          3.40
             2.20          2.40          6.89          9.21         17.49
             2.40          2.60          6.89          9.21         96.56
             2.60          2.80          6.89          9.21        336.31
             2.80          3.00          6.89          9.21        895.37
             3.00          3.20          6.89          9.21       2305.59
             3.20          3.40          6.89          9.21       5101.76
             3.40          3.60          6.89          9.21      13239.00
             3.60          3.80          6.89          9.21      25363.23
             3.80          4.00          6.89          9.21      53589.77
             4.00          4.20          6.89          9.21     104815.69
             4.20          4.40          6.89          9.21     174945.35
             4.40          4.60          6.89          9.21     284996.89
             4.60          4.80          6.89          9.21     468286.25
             4.80          5.00          6.89          9.21     702101.05
             5.00          5.20          6.89          9.21    1021629.58
             5.20          5.40          6.89          9.21    1378926.77
             5.40          5.60          6.89          9.21    2135729.75
             5.60          5.80          6.89          9.21    2860981.30
             5.80          6.00          6.89          9.21    3715288.56
             6.00          6.20          6.89          9.21    4528121.19
             6.20          6.40          6.89          9.21    6204566.42
             6.40          6.60          6.89          9.21    7153547.74
             6.60          6.80          6.89          9.21    8633074.50
             6.80          7.00          6.89          9.21   10385574.43
             7.00          7.20          6.89          9.21   11482298.60
             7.20          7.40          6.89          9.21   12000529.41
             7.40          7.60          6.89          9.21   13278421.03
             7.60          7.80          6.89          9.21   13440483.15
             7.80          8.00          6.89          9.21   11725129.77
             8.00          8.20          6.89          9.21   11594816.84
             8.20          8.40          6.89          9.21    9195204.21
             8.40          8.60          6.89          9.21    6795825.24
             8.60          8.80          6.89          9.21    5888888.24
             8.80          9.00          6.89          9.21    4792594.15
             9.00          9.20          6.89          9.21          0.00
             9.20          9.40          6.89          9.21          0.00
             9.40          9.60          6.89          9.21          0.00
             9.60          9.80          6.89          9.21          0.00
             9.80         10.00          6.89          9.21          0.00
             2.00          2.20          9.21         11.54          3.66
             2.20          2.40          9.21         11.54         21.81
             2.40          2.60          9.21         11.54         94.44
             2.60          2.80          9.21         11.54        358.63
             2.80          3.00          9.21         11.54        794.75
             3.00          3.20          9.21         11.54       2491.48
             3.20          3.40          9.21         11.54       4995.32
             3.40          3.60          9.21         11.54      12398.85
             3.60          3.80          9.21         11.54      26150.50
             3.80          4.00          9.21         11.54      54227.68
             4.00          4.20          9.21         11.54      98768.45
             4.20          4.40          9.21         11.54     164408.57
             4.40          4.60          9.21         11.54     288164.84
             4.60          4.80          9.21         11.54     448387.00
