#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   54581.71967245          3.72          0.69       196.428        66.198         6.657       156.158
   54581.73078810          5.66          0.71       114.362       -48.859        92.761        41.116
   54581.73163355          5.66          1.05       259.117       -40.528       308.222        49.467
   54581.73872882          5.58          0.99       152.220       -29.301        57.730        60.655
   54581.76337874          5.75          1.25       152.981       -48.736        65.877        41.218
   54581.76381606          3.20          0.95       157.334        62.969        61.631       152.929
   54581.77024351          3.58          0.61        88.692        36.761       132.598       126.760
   54581.77716216          3.08          0.69        74.408        -1.573       149.414        88.434
   54581.80067674          3.37          0.74        99.483         7.796       132.818        97.784
   54581.80100119          5.73          0.23        56.091       -47.436       176.383        42.585
   54581.80258002          3.11          0.64       264.828        37.220       328.195       127.215
   54581.80355595          3.51          2.33       275.338        42.985       318.045       132.988
   54581.80824160          3.60          0.70        18.898        28.210       216.133       118.251
   54581.82467664          5.81          0.66       112.781       -49.253       128.239        40.720
   54581.83091035          5.64          1.07       294.027       -38.382       309.158        51.642
   54581.83097638          5.53          0.52       292.840       -26.332       310.381        63.691
   54581.84161758          3.75          1.12       208.978        23.187        38.112       113.146
   54581.86583462          4.09          1.62       194.025         9.920        61.798        99.872
   54581.86789692          5.69          0.73        37.686       -31.657       218.911        58.377
   54581.87339316          3.51          0.77       248.973        -0.192         9.577        89.792
   54581.88630676          5.84          1.02       313.408       -35.923       309.785        54.114
   54581.89555353          5.42          0.98       325.003       -26.017       301.540        64.025
   54581.91674323          3.27          0.46       149.304        43.302       124.875       133.259
   54581.92130887          5.70          0.71       233.865       -37.860        41.947        52.112
   54581.92499934          3.10          0.40       266.794        52.841        10.451       142.837
   54581.92559574          5.84          1.20       124.277       -75.527       153.280        14.437
   54581.93186046          5.43          0.36         3.058       -26.591       276.610        63.459
   54581.93195240          3.40          2.05       346.376        26.858       293.326       116.905
   54581.94125514          5.96          0.29       233.514       -67.688        49.421        22.285
   54581.94714211          3.80          0.25       325.362        38.147       319.839       128.185
   54581.95403660          3.01          1.07        93.158        85.832       193.849       175.831
   54581.96138978          3.24          0.55       111.336         4.845       178.982        94.824
   54582.00911968          3.46          1.60       308.843        56.457       358.769       146.485
   54582.01312824          5.34          0.39       119.597       -17.793       189.415        72.178
   54582.01843025          3.36          0.49       174.630        11.051       136.276       100.997
   54582.02947973          4.65          0.71       269.016        -8.745        45.872        81.253
   54582.03014848          5.43          0.93       187.907       -18.901       127.227        71.044
   54582.03602316          5.31          1.04       292.746       -15.087        24.501        74.932
   54582.04256821          2.98          0.67       107.228        59.590       212.314       149.578
   54582.05494976          6.02          0.20       162.666       -63.290       161.455        26.656
   54582.05827535          5.49          0.38       296.115       -25.362        29.156        64.660
   54582.06192703          5.93          1.15       137.952       -41.953       188.693        48.004
   54582.06288492          3.32          0.99        93.590         2.882       233.369        92.878
   54582.09522781          3.48          1.09       172.531        35.708       166.092       125.657
   54582.09931772          3.00          0.54       126.399        48.992       213.661       138.966
   54582.11851391          5.70          0.44        40.320       -27.556       306.742        62.485
   54582.12378744          3.68          0.34         0.127        50.631       348.827       140.680
   54582.12991713          3.34          0.58       282.597        55.248        68.631       145.250
   54582.14161109          5.37          0.81       196.486       -16.937       158.883        73.010
   54582.14673084          5.08          0.66        47.726       -13.802       309.514        76.234
   54582.14915020          6.22          1.10       178.949       -57.698       179.150        32.246
   54582.16376852          5.93          0.72       122.015       -72.486       241.511        17.485
   54582.16878073          5.79          0.77       263.180       -51.031       101.937        38.960
   54582.17219263          5.81          0.83        34.826       -26.928       331.609        63.116
   54582.18426236          3.56          0.32        60.029         7.142       310.745        97.171
   54582.18937021          4.69          0.65       117.831        -7.276       254.794        82.703
   54582.20850267          3.66          1.41       258.807         0.987       120.714        90.969
   54582.21679402          5.65          0.36       283.683       -20.952        98.813        69.054
   54582.22074630          5.01          0.86         0.494       -11.981        23.454        78.069
   54582.23851435          5.01          0.49       298.793        -1.066        91.564        88.950
   54582.25157962          5.93          0.63       117.510       -38.092       277.603        51.886
   54582.25979030          5.68          0.41        91.301       -33.013       306.774        56.989
   54582.27971362          2.93          1.24       343.304        41.651        61.949       131.692
   54582.31445083          3.55          0.49        90.614        -3.679       327.163        86.326
   54582.31853095          5.72          1.05       108.827       -49.516       310.474        40.471
   54582.32666574          2.99          0.54       265.087        45.930       157.135       135.914
   54582.32984396          3.11          0.59        91.173        31.007       332.129       121.014
   54582.34344008          4.77          1.22       304.283        -7.189       123.947        82.830
   54582.34752184          5.89          0.30       179.288       -59.914       250.426        30.035
   54582.35051497          3.11          0.41       286.764        50.305       144.078       140.306
   54582.37047182          3.31          1.24       177.042        58.517       260.928       148.474
   54582.37084477          5.53          0.44        72.074       -34.273         6.087        55.745
   54582.37285424          5.24          0.48       130.032       -18.100       308.834        71.873
   54582.38219135          5.58          0.66        71.229       -36.680        11.030        53.339
   54582.38226404          3.57          0.45        77.449        -3.097         4.807        86.918
   54582.40415547          4.26          0.39        19.190        -6.424        70.968        83.619
   54582.41817494          3.52          2.20        34.180         2.442        61.037        92.481
   54582.41832155          3.35          0.88       137.829        43.143       317.403       133.117
   54582.42053981          3.61          1.91       216.070        55.561       240.017       145.520
   54582.42090336          4.63          0.36        87.306        46.159         8.851       136.169
   54582.46130874          3.13          1.01       129.947        22.306       340.821       112.283
   54582.48636328          5.88          0.54        66.248       -38.087        53.615        51.931
   54582.48648935          4.31          0.39       356.666        -4.374       123.211        85.666
   54582.49529156          5.64          0.41       266.957       -47.822       216.042        42.173
   54582.50455623          5.93          0.53       176.687       -62.920       309.713        27.034
   54582.50849172          5.41          1.02        85.248       -24.062        42.591        65.943
   54582.51167010          3.60          0.54       296.710        37.124       192.282       127.134
   54582.55231461          5.40          0.85       216.303       -24.491       287.316        65.472
   54582.55753817          3.40          1.86       190.126        12.528       315.391       102.485
   54582.57334322          3.47          0.80       120.613        22.910        30.599       112.891
   54582.59970152          5.08          1.23       150.198       -10.887        10.545        79.075
   54582.60665293          5.09          0.73       237.532       -12.154       285.706        77.821
   54582.61673727          5.62          0.76       276.943       -36.610       249.914        53.396
   54582.62289662          5.33          1.17       334.919       -18.374       194.192        71.664
   54582.63597750          6.14          0.45       336.308       -74.316       197.478        15.727
   54582.63736591          5.73          0.76       111.631       -41.225        62.743        48.755
   54582.66812231          3.85          0.93       110.643        16.875        74.787       106.859
   54582.67578567          3.64          0.63       352.943         1.771       195.268        91.812
   54582.68735126          4.04          0.45        15.271        47.576       177.104       137.614
   54582.69478200          3.27          0.55       183.388         7.050        11.673        97.006
   54582.69731899          4.35          0.43       144.828        -6.642        51.153        83.319
   54582.70261183          5.52          1.05        68.552       -19.170       129.358        70.841
   54582.70600666          3.98          0.97        10.000        -4.835       189.122        85.206
   54582.72187265          5.24          1.07       306.508       -15.586       258.326        74.441
   54582.75795976          3.74          0.82       146.790        -0.647        71.079        89.311
   54582.76780331          4.88          0.80       359.390       -10.970       222.039        79.075
   54582.77601941          5.75          0.20       275.445       -63.299       308.849        26.712
   54582.77687208          5.74          1.14       338.232       -35.178       246.459        54.867
   54582.77865663          5.87          0.22       181.111       -58.753        44.215        31.198
   54582.78763131          3.43          0.84       192.409        38.177        36.176       128.133
   54582.79112507          5.47          0.71       159.018       -22.317        70.827        67.636
   54582.79418968          3.07          1.79        49.716        13.530       181.229       103.555
   54582.81288269          3.31          1.08       235.160        47.669         2.574       137.643
   54582.82709578          5.65          0.87        18.194       -40.662       224.656        49.382
   54582.83197486          4.89          0.36       140.833       -11.099       103.760        78.859
   54582.85330573          3.14          0.53        62.168        53.534       190.069       143.554
   54582.87689235          5.79          0.46       122.315       -61.633       138.563        28.332
   54582.88896527          6.46          1.06       333.160       -62.191       291.970        27.858
   54582.90414412          5.76          0.80       198.723       -47.240        71.890        42.711
   54582.90613617          5.59          0.98       246.322       -39.259        24.994        50.723
   54582.91803021          5.48          0.40       264.063       -25.656        11.562        64.341
   54582.91967582          5.77          0.86       165.817       -54.224       110.439        35.722
   54582.92281036          5.58          0.94       138.244       -32.598       139.154        57.359
   54582.92384925          3.26          2.33       336.263        32.792       301.506       122.835
   54582.92737968          3.19          0.75       144.713        14.934       134.307       104.891
   54582.93198078          3.53          0.40       330.727         8.764       309.969        98.807
   54582.94307286          5.53          1.13        36.449       -30.434       248.270        59.604
   54582.95015109          3.41          0.89        60.650        72.038       226.474       162.063
   54582.96398001          4.16          0.53       316.097        21.971       336.159       112.005
   54582.96560778          4.19          0.47       294.618         4.430       358.213        94.451
   54582.96884677          3.47          0.47       320.175        29.813       333.842       119.849
   54582.97650251          5.10          1.06        52.146       -14.193       244.631        75.836
   54582.98333304          5.17          1.14       232.258       -16.004        66.952        73.964
   54582.98405528          5.85          0.30       230.788       -52.966        68.636        37.001
   54582.99785171          3.30          1.15       100.524        22.533       203.925       112.523
   54583.00064510          3.38          0.79       180.975        18.638       124.497       108.585
   54583.00977767          4.20          0.54        99.130        34.440       209.611       124.432
   54583.01456839          3.99          1.17       263.002        -5.408        47.492        84.584
   54583.01464583          5.67          0.93       182.670       -33.247       127.853        56.698
   54583.02629146          5.23          0.53        22.343       -14.177       292.402        75.871
   54583.03489606          5.87          0.39       238.984       -80.725        78.550         9.249
   54583.03754198          3.51          1.04       314.158        13.134         4.647       103.168
   54583.03974073          4.98          0.68       160.817        -8.253       158.772        81.695
   54583.04039192          5.81          0.92       297.556       -65.217        22.164        24.811
   54583.04797291          6.07          0.38       317.156       -38.447         5.377        51.593
   54583.04926098          3.78          0.77       301.027        12.130        22.008       102.153
   54583.04988766          3.41          1.10         2.285         1.149       320.972        91.200
   54583.05297856          5.67          0.66       306.271       -32.645        18.069        57.387
   54583.05570909          3.77          2.13       316.573        11.049         8.788       101.084
   54583.05720412          5.95          1.02        93.983       -56.733       231.996        33.261
   54583.06287538          5.72          0.57        50.737       -36.495       277.240        53.537
   54583.07484612          3.23          0.77       313.811        18.741        18.465       108.772
   54583.07495279          3.00          0.81       165.334        30.235       166.954       120.185
   54583.08453397          5.72          1.03       261.142       -48.919        74.552        41.072
   54583.11124300          4.28          0.95       138.521        -5.631       206.883        84.330
   54583.11177964          5.38          0.99        99.051       -14.042       246.560        75.950
   54583.11424815          5.44          0.81        66.917       -23.907       279.595        66.114
   54583.11533906          5.66          0.61         8.008       -45.616       338.882        44.437
   54583.12845141          3.58          0.69        29.104        -2.008       322.515        88.038
   54583.13882130          3.92          0.70        61.916        -2.993       293.447        87.033
   54583.15649947          5.65          1.10       315.837       -38.434        45.870        51.602
   54583.16400920          5.78          0.31        84.091       -57.329       280.444        32.677
   54583.16826734          4.21          0.98       123.734        -4.253       242.256        85.720
   54583.17912413          3.24          0.66        75.538        10.701       294.362       100.718
   54583.18401525          3.56          0.65       123.943         0.933       247.727        90.907
   54583.20195249          5.68          1.07       357.759       -54.239        20.382        35.813
   54583.20211436          5.73          0.92       233.855       -37.779       144.313        52.185
   54583.23741103          5.55          0.54        36.763       -31.722       354.204        58.321
   54583.24030853          6.05          0.97       274.234       -83.049       117.318         6.953
   54583.24716818          5.31          0.46       314.534       -18.599        79.921        71.431
   54583.24934917          3.12          0.61        54.378        19.841       340.869       109.874
   54583.24966015          5.15          0.83       332.548       -11.081        62.816        78.959
   54583.25396212          3.82          0.95       117.667        -4.683       279.258        85.298
   54583.27398725          3.02          0.91       234.712        63.819       169.498       153.783
   54583.27727281          3.57          1.31       340.879         0.154        64.459        90.196
   54583.28020351          4.74          0.57        39.593        -6.955         6.809        83.086
   54583.28918678          3.46          0.66        16.202         6.178        33.438        96.225
   54583.29467270          5.40          0.75       102.011       -21.524       309.627        68.470
   54583.29928605          4.72          0.74       353.612        -8.992        59.672        81.053
   54583.30840341          3.30          0.57       350.163        47.085        66.432       137.127
   54583.32485350          5.62          1.09       113.172       -42.896       309.385        47.088
   54583.33301204          5.59          0.55       240.889       -31.012       184.539        58.958
   54583.33447264          3.34          1.17       223.988         7.294       201.994        97.253
   54583.33863414          4.08          0.78        61.157        -5.738         6.338        84.289
   54583.36449431          3.44          1.37        74.881        19.580         1.930       109.598
   54583.38666167          6.22          0.50       349.671       -48.084        95.140        41.961
   54583.41840682          5.73          1.10       207.811       -39.024       248.453        50.931
   54583.42921935          3.29          0.93       148.458         1.569       311.725        91.533
   54583.43362028          3.05          0.44       113.579        13.550       348.186       103.537
   54583.44102425          5.50          0.96       241.266       -24.605       223.159        65.368
   54583.44231633          5.56          0.51       244.845       -36.599       220.035        53.377
   54583.44675102          3.35          0.72       219.664         9.351       246.848        99.312
   54583.44784884          5.71          0.27       292.696       -45.613       174.169        44.400
   54583.45145174          5.56          0.79        28.480       -30.097        79.746        59.943
   54583.48220723          3.07          1.55       310.074        41.810       169.272       131.829
   54583.48388811          4.72          0.82       226.102        -6.757       253.810        83.208
   54583.49444000          3.21          0.37       326.180        24.753       157.563       114.782
   54583.50116277          5.54          1.14        39.587       -30.658        86.589        59.376
   54583.50629133          4.94          0.54       297.159        -9.319       190.841        80.695
   54583.50755546          4.56          0.77        26.494        -8.051       101.977        81.987
   54583.51806133          4.03          0.92       109.872        -4.813        22.389        85.175
   54583.53354819          3.41          0.50         7.323         7.425       130.528        97.465
   54583.54200266          4.85          0.96       198.038        -8.374       302.854        81.583
   54583.54681417          5.62          0.63       178.416       -35.554       324.218        54.401
   54583.56631881          5.73          0.38        21.335       -50.542       128.365        39.498
   54583.59350336          3.40          1.13       251.703        14.863       267.792       104.846
   54583.60535485          3.32          0.64       173.844        -2.163       349.920        87.794
   54583.61178681          5.48          0.48       135.680       -29.753        30.426        60.214
   54583.62950502          5.78          0.62       232.987       -42.675       299.460        47.299
   54583.63916168          5.61          0.55       111.626       -37.770        64.378        52.210
   54583.65428916          5.56          0.87       291.614       -33.453       249.791        56.564
   54583.65892574          5.52          0.92        82.510       -22.385       100.618        67.617
   54583.65924521          6.06          1.09       145.936       -86.077        37.604         3.882
   54583.66598544          3.19          0.56         8.582         6.152       177.077        96.192
   54583.68527920          5.60          0.61        79.426       -35.640       113.229        54.363
   54583.68886852          3.07          0.71       225.476        -2.388       328.433        87.581
   54583.69667302          5.71          0.42       194.671       -56.049         2.034        33.907
   54583.71848551          5.76          0.58       351.853       -56.206       212.754        33.840
   54583.72726529          5.60          1.01       300.834       -31.965       266.918        58.061
   54583.73237428          3.18          0.70        98.472        56.978       111.087       146.972
   54583.73558727          3.64          0.29       215.372         4.535       355.405        94.499
   54583.76491552          6.13          0.21       237.360       -66.907       343.900        23.073
   54583.78426056          4.89          1.09       169.387       -10.404        58.961        79.547
   54583.82457751          3.27          0.68       266.806         5.769       336.099        95.768
   54583.83392250          5.21          0.46       204.081       -12.391        42.187        77.564
   54583.84727375          3.32          1.02       358.316        16.468       252.785       106.514
   54583.85311595          5.75          0.31        78.490       -34.479       174.754        55.524
   54583.86341206          3.11          0.59       164.433        59.583        92.467       149.538
   54583.86772973          5.76          0.57       200.337       -52.187        58.110        37.766
   54583.87423586          5.65          0.42       165.917       -42.458        94.917        47.489
   54583.89985053          5.22          0.68       172.569       -16.747        97.505        73.200
   54583.90839008          3.14          0.35       111.508        57.029       161.584       147.011
   54583.91017821          5.85          0.90       144.425       -42.724       129.403        47.229
   54583.91267285          2.87          0.97        32.108        78.889       242.476       168.929
   54583.91344234          3.47          0.76       261.485        16.485        13.509       106.478
   54583.95034806          4.06          0.94       335.224        25.184       313.093       115.227
   54583.97443211          5.61          0.31       309.627       -33.985       347.346        56.051
   54583.99724693          5.87          0.32       290.077       -71.801        15.004        18.222
   54584.01879941          5.50          0.81       244.059       -21.070        68.933        68.906
   54584.01912664          5.79          0.78        13.008       -61.924       300.158        28.129
   54584.02727721          3.18          0.47        18.181        24.430       297.893       114.478
   54584.03257315          4.73          0.74       343.811        -7.598       334.178        82.452
   54584.03666709          5.96          1.13       275.527       -58.746        43.846        31.261
   54584.05164417          3.53          0.57       324.102        14.957         0.780       104.996
   54584.05497404          5.80          0.73        33.505       -60.448       292.629        29.597
   54584.06057160          3.17          0.45       185.026         8.744       143.065        98.689
   54584.06321697          5.59          0.96        89.053       -39.487       240.045        50.512
   54584.06663647          5.76          0.59       208.169       -41.864       122.087        48.086
   54584.06896009          5.55          1.28        19.436       -32.011       311.703        58.039
   54584.07035428          3.37          0.53       342.632        56.280       349.026       146.326
   54584.08550766          5.62          0.29       246.727       -39.602        90.323        50.375
   54584.09106826          4.21          1.17       241.204        -6.242        97.889        83.729
   54584.09358434          3.41          2.26       276.607         2.410        63.404        92.412
   54584.10037441          5.74          1.02        36.302       -46.920       306.199        43.124
   54584.10584769          3.37          0.32       327.220        47.903        17.256       137.941
   54584.12944002          5.90          0.97       311.383       -37.613        41.540        52.421
   54584.15421833          5.55          1.10       299.537       -34.806        62.329        55.217
   54584.15668157          5.23          0.88       294.166       -11.343        68.612        78.674
   54584.15784128          5.65          0.89       295.204       -30.009        67.973        60.010
   54584.15953942          5.39          0.45       294.699       -22.249        69.100        67.769
   54584.17108015          5.98          0.99        93.926       -30.257       274.095        59.741
   54584.17240700          3.20          0.85       201.981        -3.127       166.479        86.821
   54584.17569946          3.76          0.50        60.570         2.052       309.088        92.080
   54584.19541189          5.86          0.61        12.193       -42.388         4.588        47.664
   54584.20572205          5.73          0.62        20.405       -60.296         0.118        29.755
   54584.20764531          5.53          0.85        46.919       -30.992       334.294        59.046
   54584.21735316          3.51          0.71       202.398        67.038       182.311       156.990
   54584.22648493          5.31          1.17       274.590       -20.690       113.374        69.307
   54584.23025795          5.65          1.27       318.064       -20.428        71.272        69.605
   54584.24269453          5.80          0.40       149.532       -41.830       244.332        48.126
   54584.24291469          5.09          1.04       128.497       -12.248       265.431        77.723
   54584.25519841          3.39          0.45        50.040        10.098       348.312       100.134
   54584.25618741          5.34          0.44       261.661       -19.480       137.027        70.505
   54584.26349457          5.95          0.44       342.675       -71.872        58.615        18.176
   54584.27477325          5.56          0.79       256.688       -35.003       148.693        54.979
   54584.27629255          5.76          0.78       338.214       -50.334        67.727        39.711
   54584.27993476          5.49          0.97       118.714       -11.511       288.578        78.469
   54584.28075204          5.26          1.26         7.935       -13.338        39.646        76.710
   54584.29557789          5.74          0.88       319.951       -49.222        92.936        40.813
   54584.30346215          3.58          0.87       312.371         1.176       103.405        91.201
   54584.30511921          3.13          0.49       256.145        14.539       160.235       104.518
   54584.31270384          5.69          0.31       241.344       -53.446       177.707        36.525
   54584.36542795          5.81          0.42       256.447       -57.375       181.622        32.609
   54584.39203580          5.59          0.38        86.287       -40.355         1.504        49.652
   54584.39224765          5.79          0.43       255.049       -71.407       192.638        18.577
   54584.41265319          5.61          0.86       204.039       -33.423       251.138        56.532
   54584.41634007          5.23          0.68        27.255       -17.196        69.277        72.845
   54584.42077963          5.33          0.59        89.634       -20.794         8.511        69.209
   54584.43767205          2.88          0.78       108.031        50.400       356.142       140.395
   54584.44351005          5.69          0.56       145.149       -32.745       321.198        57.218
   54584.45081145          5.79          0.69       308.270       -68.503       160.599        21.524
   54584.45146236          5.70          0.80        24.189       -45.496        85.032        44.546
   54584.45339837          3.45          0.80        39.202        27.739        70.692       117.775
   54584.45397530          3.57          1.24       139.800        21.550       330.294       111.521
   54584.46277081          3.46          0.52       324.107        34.448       149.198       124.475
   54584.46323265          3.88          0.34       298.597         8.196       174.857        98.209
   54584.47745840          5.97          0.57       283.398       -29.841       195.159        60.164
   54584.49016650          5.41          0.45       291.847       -25.432       191.304        64.580
   54584.50518789          3.21          1.22       141.624        33.806       346.949       123.777
   54584.50557797          3.48          1.03        55.598        39.500        73.118       129.527
   54584.51790269          3.41          0.93       156.581        22.923       336.592       112.887
   54584.53643234          3.43          0.38        14.948        20.853       124.928       110.892
   54584.53897993          3.41          0.88       187.776         4.678       313.013        94.635
   54584.55523625          5.54          0.82       308.801       -32.147       197.839        57.879
   54584.55647946          6.03          0.82        17.033       -19.085       130.086        70.955
   54584.56029853          6.15          0.25       252.260       -66.762       256.126        23.225
   54584.61250745          5.29          1.11        92.744       -18.940        74.609        71.056
   54584.61284497          4.03          1.00       121.758        20.780        45.686       110.759
   54584.61331520          3.32          1.13        56.377         8.767       111.250        98.789
   54584.61884653          3.33          1.39       172.837         5.239       356.782        95.196
   54584.63660461          4.75          0.82       183.222        -9.649       352.807        80.307
   54584.64324961          3.92          0.97       210.481        64.857       327.986       154.821
   54584.65425744          5.57          0.51       233.652       -37.276       308.722        52.698
   54584.67763861          3.56          1.17       113.978         9.382        76.865        99.362
   54584.67957733          5.42          0.44       264.420       -25.975       287.101        64.023
   54584.69203890          5.29          0.87       164.320       -19.211        31.725        70.744
   54584.69824714          5.60          0.48         8.788       -36.329       189.511        53.713
   54584.70239859          5.29          0.80       252.567       -17.621       307.200        72.367
   54584.71739156          3.61          1.07       206.699         5.451       358.495        95.411
   54584.72700598          3.36          0.82       354.841        11.469       213.831       101.510
   54584.73882432          3.41          0.95       184.035        24.684        28.897       114.639
   54584.74561927          5.66          0.99       150.172       -41.345        65.230        48.610
   54584.74927693          5.46          1.10        38.668       -24.775       178.059        65.257
   54584.76694132          3.23          1.53       148.125        23.637        74.948       113.597
   54584.76845954          6.07          0.51        60.866       -58.319       162.843        31.698
   54584.78704806          3.07          0.74        49.452        13.660       180.887       103.686
   54584.80360279          3.15          0.39       316.149        24.665       280.184       114.697
   54584.82008444          4.80          0.45       351.308        -2.275       250.964        87.771
   54584.82015384          3.59          0.80        74.569         0.307       167.728        90.315
   54584.82644615          3.23          0.76       115.728        60.247       128.767       150.227
   54584.83190968          3.29          0.69       128.266        -0.506       118.271        89.460
   54584.84158932          5.98          0.78       260.330       -49.333       349.639        40.664
   54584.85588000          5.20          0.32        85.694       -17.069       169.514        72.928
   54584.86020193          5.54          0.33       277.542       -32.217       339.174        57.794
   54584.87176477          3.22          1.23       230.572        82.846        30.627       172.816
   54584.90547998          3.13          0.58       294.754         4.943       338.343        94.964
   54584.93151308          3.30          0.58       347.590        70.488       294.937       160.533
   54584.93717524          5.76          0.87        46.482       -56.198       238.120        33.835
   54584.95579059          5.72          0.74        65.510       -49.340       225.808        40.677
   54584.99538774          4.17          1.11        62.619        -5.595       242.940        84.426
   54584.99744947          5.75          0.36       280.064       -55.245        26.151        34.767
   54585.00146405          5.74          0.59       357.578       -39.030       310.169        51.024
   54585.00757822          3.66          1.41       207.564        16.306       102.389       106.258
   54585.00932404          5.91          0.75       233.990       -49.409        76.533        40.560
   54585.01044374          3.79          1.25        41.090        42.910       269.870       132.949
   54585.01431177          5.33          0.51        14.157       -18.348       298.234        71.702
   54585.05412106          4.84          1.13         3.343       -10.042       323.414        80.010
   54585.05665860          3.93          1.07       265.472        15.458        62.206       105.449
   54585.06310458          3.73          0.61         9.238        -0.397       320.762        89.654
   54585.06438348          5.19          0.46         7.053       -16.856       323.410        73.196
   54585.09479083          5.24          0.55       124.396       -17.351       217.052        72.618
   54585.09762326          4.56          0.92       172.305        -7.856       170.148        82.089
   54585.10418775          5.05          0.28       340.705        -9.368         4.120        80.680
   54585.10424927          3.87          0.82       230.985        52.531       113.904       142.493
   54585.14164552          3.47          0.32        13.115        -3.606       345.237        86.444
   54585.14487929          3.60          0.86       291.557        33.825        67.989       123.836
   54585.14674748          4.81          0.50        47.479        -7.115       312.719        82.922
   54585.15357580          5.59          1.27        54.959       -26.901       307.721        63.130
   54585.15651706          3.82          1.09       164.366        -4.100       199.348        85.849
   54585.15672505          5.54          0.92       317.909       -19.490        45.869        70.545
   54585.18135387          2.95          0.56       229.043        29.157       143.652       119.117
   54585.19031903          5.30          1.25       101.151       -20.068       274.788        69.925
   54585.22091288          3.53          0.70        38.871        19.600       348.087       109.641
   54585.22466431          5.54          0.67       314.431       -32.597        73.859        57.435
   54585.23124903          3.76          0.47        80.579        18.704       310.101       108.719
   54585.24986264          5.78          0.27       150.714       -69.715       246.775        20.240
   54585.28837184          3.93          0.90        22.971         6.211        28.346        96.256
   54585.30234116          5.54          0.97        53.698       -33.183         2.686        56.849
   54585.30522623          5.65          0.50        10.843       -43.702        46.562        46.347
   54585.32848321          3.29          0.30       299.431        75.110       126.525       165.121
   54585.33078398          3.73          0.91       292.434         4.909       134.192        94.918
   54585.39641325          5.67          1.11       202.747       -28.535       247.556        61.418
   54585.40640384          3.21          0.71       140.407        38.948       313.485       128.920
   54585.41007358          5.67          0.36        59.547       -45.305        35.740        44.721
   54585.41773921          6.23          0.25         4.848       -59.331        93.169        30.715
   54585.42004612          5.67          0.31        91.119       -41.658         7.771        48.344
   54585.43927736          6.00          0.90        83.859       -68.471        22.047        21.536
   54585.46432510          4.50          1.17       337.229        -5.963       137.600        84.074
   54585.47477725          5.67          0.40       347.542       -35.433       131.055        54.608
   54585.49735230          3.48          0.53       307.823         3.737       178.931        93.757
   54585.49854507          3.78          0.22       355.160        66.855       132.051       156.893
   54585.50916584          3.62          1.22       270.959        10.009       220.062       100.003
   54585.53159762          3.73          0.62       111.756        25.669        27.340       115.657
   54585.54871307          4.74          1.41        58.199        52.429        87.058       142.454
   54585.55014859          5.29          0.41       196.099       -18.172       309.703        71.785
   54585.56176476          5.77          0.40        83.388       -57.043        66.686        32.960
   54585.57828976          5.82          0.92       157.756       -50.627       358.230        39.330
   54585.58402578          3.40          0.33       178.216        65.989       339.808       155.950
   54585.58705383          4.85          0.71        30.774       -10.472       128.368        79.563
   54585.59523344          5.32          1.24       108.050       -16.354        54.049        73.631
   54585.61636044          3.12          0.86       202.430        11.243       327.280       101.202
   54585.62168378          5.66          0.95       247.478       -34.858       284.123        55.125
   54585.63483684          3.10          0.92       330.637        26.006       205.756       116.039
   54585.64665170          5.64          1.17       231.804       -43.726       308.803        46.248
   54585.64731331          5.67          1.28       167.626       -28.054        13.260        61.901
   54585.68083532          3.38          0.85       238.070         4.523       314.915        94.500
   54585.68267770          5.61          0.51       226.737       -36.646       326.883        53.325
   54585.68525657          5.33          0.60        78.846       -20.560       115.757        69.444
   54585.69195014          3.48          1.15       177.666        21.467        19.328       111.424
   54585.70186272          5.26          0.67       315.594       -18.797       244.974        71.236
   54585.70510373          5.67          0.50       135.582       -50.528        66.200        39.434
   54585.71266981          5.53          1.15         9.995       -18.895       194.492        71.147
   54585.71995373          5.19          0.90       316.498       -15.108       250.603        74.925
   54585.73687214          3.46          1.32       209.398        60.902         3.850       150.864
   54585.74150867          3.15          1.29       187.855         9.359        27.031        99.314
   54585.74167704          5.41          0.76        23.743       -22.452       191.221        67.587
   54585.74943669          5.92          0.51       329.131       -48.018       248.599        42.025
   54585.74965917          3.44          1.07       159.933        44.123        57.882       134.082
   54585.75421918          5.75          0.43       191.158       -54.418        28.294        35.535
   54585.76308505          3.46          0.63       232.251        13.712       350.430       103.685
   54585.76975822          5.45          0.84        98.276       -25.805       126.835        64.182
   54585.77227069          3.33          1.21       199.487        24.189        26.509       114.146
   54585.80543568          3.47          0.99       230.953         4.306         7.010        94.277
   54585.81230013          3.51          0.93        58.222        24.134       182.208       114.155
   54585.82450368          4.15          0.47       112.765         1.191       132.085        91.167
   54585.82582846          3.37          1.33       240.996        -0.084         4.326        89.894
   54585.85341568          3.35          1.27        58.323        32.216       196.941       122.238
   54585.86175579          3.83          1.05       130.582        49.511       127.674       139.479
   54585.87050836          5.78          0.31        83.424       -59.183       178.122        30.816
   54585.87840123          4.43          1.01        28.528        -5.081       235.784        84.959
   54585.88458970          5.78          1.26       208.161       -37.059        58.352        52.897
   54585.88515809          3.08          0.45        48.711        37.173       218.010       127.203
   54585.89612916          5.68          0.44       104.109       -50.206       166.656        39.775
   54585.91482178          5.60          0.22       272.102       -35.788         5.310        54.218
   54585.91638804          5.63          0.51       323.774       -45.489       314.217        44.556
   54585.92307830          5.51          0.43       181.057       -26.255        99.369        63.691
   54585.93873604          6.20          0.22        84.139       -55.981       202.029        34.018
