#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.00          6.20        -26.10        -23.58    1674784.30
             6.20          6.40        -26.10        -23.58    2345743.09
             6.40          6.60        -26.10        -23.58    3136352.58
             6.60          6.80        -26.10        -23.58    4108979.36
             6.80          7.00        -26.10        -23.58    5208220.67
             7.00          7.20        -26.10        -23.58    6248095.71
             7.20          7.40        -26.10        -23.58    7929842.86
             7.40          7.60        -26.10        -23.58    9548582.91
             7.60          7.80        -26.10        -23.58   11457981.22
             7.80          8.00        -26.10        -23.58   14103827.29
             8.00          8.20        -26.10        -23.58   16638569.46
             8.20          8.40        -26.10        -23.58   19766163.36
             8.40          8.60        -26.10        -23.58   23519161.97
             8.60          8.80        -26.10        -23.58   27982786.95
             8.80          9.00        -26.10        -23.58   32014273.98
             9.00          9.20        -26.10        -23.58          0.00
             9.20          9.40        -26.10        -23.58          0.00
             9.40          9.60        -26.10        -23.58          0.00
             9.60          9.80        -26.10        -23.58          0.00
             9.80         10.00        -26.10        -23.58          0.00
             2.00          2.20        -23.58        -21.10          0.00
             2.20          2.40        -23.58        -21.10          0.00
             2.40          2.60        -23.58        -21.10          0.00
             2.60          2.80        -23.58        -21.10          0.00
             2.80          3.00        -23.58        -21.10          0.00
             3.00          3.20        -23.58        -21.10          0.00
             3.20          3.40        -23.58        -21.10          0.00
             3.40          3.60        -23.58        -21.10          0.00
             3.60          3.80        -23.58        -21.10          0.00
             3.80          4.00        -23.58        -21.10          0.00
             4.00          4.20        -23.58        -21.10          0.00
             4.20          4.40        -23.58        -21.10        213.05
             4.40          4.60        -23.58        -21.10        853.94
             4.60          4.80        -23.58        -21.10       5368.98
             4.80          5.00        -23.58        -21.10      17514.64
             5.00          5.20        -23.58        -21.10      53804.35
             5.20          5.40        -23.58        -21.10     175902.01
             5.40          5.60        -23.58        -21.10     374033.31
             5.60          5.80        -23.58        -21.10     752178.81
             5.80          6.00        -23.58        -21.10    1198631.83
             6.00          6.20        -23.58        -21.10    1830107.33
             6.20          6.40        -23.58        -21.10    2611131.34
             6.40          6.60        -23.58        -21.10    3519771.01
             6.60          6.80        -23.58        -21.10    4438590.27
             6.80          7.00        -23.58        -21.10    5689600.32
             7.00          7.20        -23.58        -21.10    7077365.06
             7.20          7.40        -23.58        -21.10    8801696.53
             7.40          7.60        -23.58        -21.10   10546538.16
             7.60          7.80        -23.58        -21.10   12890409.46
             7.80          8.00        -23.58        -21.10   15394478.07
             8.00          8.20        -23.58        -21.10   17983365.82
             8.20          8.40        -23.58        -21.10   21991667.73
             8.40          8.60        -23.58        -21.10   25962391.57
             8.60          8.80        -23.58        -21.10   30773489.00
             8.80          9.00        -23.58        -21.10   37246500.86
             9.00          9.20        -23.58        -21.10          0.00
             9.20          9.40        -23.58        -21.10          0.00
             9.40          9.60        -23.58        -21.10          0.00
             9.60          9.80        -23.58        -21.10          0.00
             9.80         10.00        -23.58        -21.10          0.00
             2.00          2.20        -21.10        -18.66          0.00
             2.20          2.40        -21.10        -18.66          0.00
             2.40          2.60        -21.10        -18.66          0.00
             2.60          2.80        -21.10        -18.66          0.00
             2.80          3.00        -21.10        -18.66          0.00
             3.00          3.20        -21.10        -18.66          0.00
             3.20          3.40        -21.10        -18.66          0.00
             3.40          3.60        -21.10        -18.66          0.00
             3.60          3.80        -21.10        -18.66          0.00
             3.80          4.00        -21.10        -18.66          0.00
             4.00          4.20        -21.10        -18.66          0.00
             4.20          4.40        -21.10        -18.66        224.28
             4.40          4.60        -21.10        -18.66       1475.68
             4.60          4.80        -21.10        -18.66       6984.97
             4.80          5.00        -21.10        -18.66      27397.08
             5.00          5.20        -21.10        -18.66      84105.42
             5.20          5.40        -21.10        -18.66     221413.08
             5.40          5.60        -21.10        -18.66     463111.95
             5.60          5.80        -21.10        -18.66     856488.63
             5.80          6.00        -21.10        -18.66    1439209.66
             6.00          6.20        -21.10        -18.66    2129199.16
             6.20          6.40        -21.10        -18.66    2906206.66
             6.40          6.60        -21.10        -18.66    3882317.87
             6.60          6.80        -21.10        -18.66    4991973.77
             6.80          7.00        -21.10        -18.66    6272621.29
             7.00          7.20        -21.10        -18.66    7906264.18
             7.20          7.40        -21.10        -18.66   10018403.32
             7.40          7.60        -21.10        -18.66   11816082.64
             7.60          7.80        -21.10        -18.66   14539798.33
             7.80          8.00        -21.10        -18.66   17758805.07
             8.00          8.20        -21.10        -18.66   20879213.73
             8.20          8.40        -21.10        -18.66   24613718.90
             8.40          8.60        -21.10        -18.66   29430614.31
             8.60          8.80        -21.10        -18.66   34222174.42
             8.80          9.00        -21.10        -18.66   41414165.57
             9.00          9.20        -21.10        -18.66          0.00
             9.20          9.40        -21.10        -18.66          0.00
             9.40          9.60        -21.10        -18.66          0.00
             9.60          9.80        -21.10        -18.66          0.00
             9.80         10.00        -21.10        -18.66          0.00
             2.00          2.20        -18.66        -16.26          0.00
             2.20          2.40        -18.66        -16.26          0.00
             2.40          2.60        -18.66        -16.26          0.00
             2.60          2.80        -18.66        -16.26          0.00
             2.80          3.00        -18.66        -16.26          0.00
             3.00          3.20        -18.66        -16.26          0.00
             3.20          3.40        -18.66        -16.26          0.00
             3.40          3.60        -18.66        -16.26          0.00
             3.60          3.80        -18.66        -16.26          0.00
             3.80          4.00        -18.66        -16.26          0.00
             4.00          4.20        -18.66        -16.26        142.35
             4.20          4.40        -18.66        -16.26        701.51
             4.40          4.60        -18.66        -16.26       3243.38
             4.60          4.80        -18.66        -16.26       9495.39
             4.80          5.00        -18.66        -16.26      42012.19
             5.00          5.20        -18.66        -16.26     103593.81
             5.20          5.40        -18.66        -16.26     285470.12
             5.40          5.60        -18.66        -16.26     556641.35
             5.60          5.80        -18.66        -16.26     999597.84
             5.80          6.00        -18.66        -16.26    1593915.52
             6.00          6.20        -18.66        -16.26    2355975.08
             6.20          6.40        -18.66        -16.26    3288657.39
             6.40          6.60        -18.66        -16.26    4406247.34
             6.60          6.80        -18.66        -16.26    5587511.21
             6.80          7.00        -18.66        -16.26    7032902.17
             7.00          7.20        -18.66        -16.26    8853236.11
             7.20          7.40        -18.66        -16.26   11290781.60
             7.40          7.60        -18.66        -16.26   13236478.67
             7.60          7.80        -18.66        -16.26   16060161.12
             7.80          8.00        -18.66        -16.26   19703861.50
             8.00          8.20        -18.66        -16.26   23530572.41
             8.20          8.40        -18.66        -16.26   28221492.80
             8.40          8.60        -18.66        -16.26   33061581.74
             8.60          8.80        -18.66        -16.26   39756411.60
             8.80          9.00        -18.66        -16.26   46232942.06
             9.00          9.20        -18.66        -16.26          0.00
             9.20          9.40        -18.66        -16.26          0.00
             9.40          9.60        -18.66        -16.26          0.00
             9.60          9.80        -18.66        -16.26          0.00
             9.80         10.00        -18.66        -16.26          0.00
             2.00          2.20        -16.26        -13.89          0.00
             2.20          2.40        -16.26        -13.89          0.00
             2.40          2.60        -16.26        -13.89          0.00
             2.60          2.80        -16.26        -13.89          0.00
             2.80          3.00        -16.26        -13.89          0.00
             3.00          3.20        -16.26        -13.89          0.00
             3.20          3.40        -16.26        -13.89          0.00
             3.40          3.60        -16.26        -13.89          0.00
             3.60          3.80        -16.26        -13.89          0.00
             3.80          4.00        -16.26        -13.89         38.80
             4.00          4.20        -16.26        -13.89         53.81
             4.20          4.40        -16.26        -13.89       1311.22
             4.40          4.60        -16.26        -13.89       7879.79
             4.60          4.80        -16.26        -13.89      22997.06
             4.80          5.00        -16.26        -13.89      70454.36
             5.00          5.20        -16.26        -13.89     181662.93
             5.20          5.40        -16.26        -13.89     389489.70
             5.40          5.60        -16.26        -13.89     704599.45
             5.60          5.80        -16.26        -13.89    1162150.46
             5.80          6.00        -16.26        -13.89    1814618.17
             6.00          6.20        -16.26        -13.89    2610876.72
             6.20          6.40        -16.26        -13.89    3796931.43
             6.40          6.60        -16.26        -13.89    4948080.25
             6.60          6.80        -16.26        -13.89    6488327.39
             6.80          7.00        -16.26        -13.89    8092489.72
             7.00          7.20        -16.26        -13.89   10142553.37
             7.20          7.40        -16.26        -13.89   12240308.87
             7.40          7.60        -16.26        -13.89   15472675.49
             7.60          7.80        -16.26        -13.89   18842774.60
             7.80          8.00        -16.26        -13.89   22222708.16
             8.00          8.20        -16.26        -13.89   27243193.77
             8.20          8.40        -16.26        -13.89   32833458.89
             8.40          8.60        -16.26        -13.89   37895429.47
             8.60          8.80        -16.26        -13.89   44861069.03
             8.80          9.00        -16.26        -13.89   52706061.72
             9.00          9.20        -16.26        -13.89          0.00
             9.20          9.40        -16.26        -13.89          0.00
             9.40          9.60        -16.26        -13.89          0.00
             9.60          9.80        -16.26        -13.89          0.00
             9.80         10.00        -16.26        -13.89          0.00
             2.00          2.20        -13.89        -11.54          0.00
             2.20          2.40        -13.89        -11.54          0.00
             2.40          2.60        -13.89        -11.54          0.00
             2.60          2.80        -13.89        -11.54          0.00
             2.80          3.00        -13.89        -11.54          0.00
             3.00          3.20        -13.89        -11.54          0.00
             3.20          3.40        -13.89        -11.54          0.00
             3.40          3.60        -13.89        -11.54          0.00
             3.60          3.80        -13.89        -11.54          0.00
             3.80          4.00        -13.89        -11.54        104.26
             4.00          4.20        -13.89        -11.54        711.37
             4.20          4.40        -13.89        -11.54       3228.49
             4.40          4.60        -13.89        -11.54      14214.56
             4.60          4.80        -13.89        -11.54      43821.81
             4.80          5.00        -13.89        -11.54     116578.48
             5.00          5.20        -13.89        -11.54     257671.95
             5.20          5.40        -13.89        -11.54     499873.46
             5.40          5.60        -13.89        -11.54     855825.96
             5.60          5.80        -13.89        -11.54    1378832.94
             5.80          6.00        -13.89        -11.54    2143929.48
             6.00          6.20        -13.89        -11.54    2940942.16
             6.20          6.40        -13.89        -11.54    4119626.92
             6.40          6.60        -13.89        -11.54    5573044.94
             6.60          6.80        -13.89        -11.54    7276774.67
             6.80          7.00        -13.89        -11.54    9408971.16
             7.00          7.20        -13.89        -11.54   11520683.74
             7.20          7.40        -13.89        -11.54   14589154.93
             7.40          7.60        -13.89        -11.54   17832885.76
             7.60          7.80        -13.89        -11.54   22235441.28
             7.80          8.00        -13.89        -11.54   26776777.59
             8.00          8.20        -13.89        -11.54   32157572.14
             8.20          8.40        -13.89        -11.54   38497561.72
             8.40          8.60        -13.89        -11.54   44422388.25
             8.60          8.80        -13.89        -11.54   53700714.54
             8.80          9.00        -13.89        -11.54   63521929.00
             9.00          9.20        -13.89        -11.54          0.00
             9.20          9.40        -13.89        -11.54          0.00
             9.40          9.60        -13.89        -11.54          0.00
             9.60          9.80        -13.89        -11.54          0.00
             9.80         10.00        -13.89        -11.54          0.00
             2.00          2.20        -11.54         -9.21          0.00
             2.20          2.40        -11.54         -9.21          0.00
             2.40          2.60        -11.54         -9.21          0.00
             2.60          2.80        -11.54         -9.21          0.00
             2.80          3.00        -11.54         -9.21          0.00
             3.00          3.20        -11.54         -9.21          0.00
             3.20          3.40        -11.54         -9.21          4.93
             3.40          3.60        -11.54         -9.21        117.49
             3.60          3.80        -11.54         -9.21        491.77
             3.80          4.00        -11.54         -9.21       1211.42
             4.00          4.20        -11.54         -9.21       4422.65
             4.20          4.40        -11.54         -9.21      11828.45
             4.40          4.60        -11.54         -9.21      35671.13
             4.60          4.80        -11.54         -9.21      80178.68
             4.80          5.00        -11.54         -9.21     183273.59
             5.00          5.20        -11.54         -9.21     378553.55
             5.20          5.40        -11.54         -9.21     685402.55
             5.40          5.60        -11.54         -9.21    1137610.64
             5.60          5.80        -11.54         -9.21    1644715.35
             5.80          6.00        -11.54         -9.21    2570844.88
             6.00          6.20        -11.54         -9.21    3503950.76
             6.20          6.40        -11.54         -9.21    4882210.10
             6.40          6.60        -11.54         -9.21    6603581.32
             6.60          6.80        -11.54         -9.21    8613647.20
             6.80          7.00        -11.54         -9.21   11103766.73
             7.00          7.20        -11.54         -9.21   13779918.70
             7.20          7.40        -11.54         -9.21   17802889.33
             7.40          7.60        -11.54         -9.21   21238302.61
             7.60          7.80        -11.54         -9.21   25872945.80
             7.80          8.00        -11.54         -9.21   30904140.76
             8.00          8.20        -11.54         -9.21   38144543.78
             8.20          8.40        -11.54         -9.21   45933946.52
             8.40          8.60        -11.54         -9.21   54028369.24
             8.60          8.80        -11.54         -9.21   64985584.02
             8.80          9.00        -11.54         -9.21   77438548.85
             9.00          9.20        -11.54         -9.21          0.00
             9.20          9.40        -11.54         -9.21          0.00
             9.40          9.60        -11.54         -9.21          0.00
             9.60          9.80        -11.54         -9.21          0.00
             9.80         10.00        -11.54         -9.21          0.00
             2.00          2.20         -9.21         -6.89          0.00
             2.20          2.40         -9.21         -6.89          0.00
             2.40          2.60         -9.21         -6.89          0.00
             2.60          2.80         -9.21         -6.89          5.05
             2.80          3.00         -9.21         -6.89         23.15
             3.00          3.20         -9.21         -6.89        108.26
             3.20          3.40         -9.21         -6.89        286.13
             3.40          3.60         -9.21         -6.89        752.10
             3.60          3.80         -9.21         -6.89       2045.44
             3.80          4.00         -9.21         -6.89       4872.36
             4.00          4.20         -9.21         -6.89      14606.79
             4.20          4.40         -9.21         -6.89      33613.64
             4.40          4.60         -9.21         -6.89      78623.48
             4.60          4.80         -9.21         -6.89     154815.35
             4.80          5.00         -9.21         -6.89     327021.67
             5.00          5.20         -9.21         -6.89     566968.10
             5.20          5.40         -9.21         -6.89     953043.79
             5.40          5.60         -9.21         -6.89    1441669.99
             5.60          5.80         -9.21         -6.89    2142752.61
             5.80          6.00         -9.21         -6.89    3108374.33
             6.00          6.20         -9.21         -6.89    4397614.15
             6.20          6.40         -9.21         -6.89    5939614.22
             6.40          6.60         -9.21         -6.89    8157984.32
             6.60          6.80         -9.21         -6.89   10311002.06
             6.80          7.00         -9.21         -6.89   13314439.48
             7.00          7.20         -9.21         -6.89   16682400.79
             7.20          7.40         -9.21         -6.89   21487909.77
             7.40          7.60         -9.21         -6.89   26427369.27
             7.60          7.80         -9.21         -6.89   32905644.97
             7.80          8.00         -9.21         -6.89   39385376.47
             8.00          8.20         -9.21         -6.89   47979038.51
             8.20          8.40         -9.21         -6.89   56906376.92
             8.40          8.60         -9.21         -6.89   69646150.69
             8.60          8.80         -9.21         -6.89   83574980.71
             8.80          9.00         -9.21         -6.89   96953625.53
             9.00          9.20         -9.21         -6.89          0.00
             9.20          9.40         -9.21         -6.89          0.00
             9.40          9.60         -9.21         -6.89          0.00
             9.60          9.80         -9.21         -6.89          0.00
             9.80         10.00         -9.21         -6.89          0.00
             2.00          2.20         -6.89         -4.59          0.32
             2.20          2.40         -6.89         -4.59          3.57
             2.40          2.60         -6.89         -4.59         17.45
             2.60          2.80         -6.89         -4.59         90.90
             2.80          3.00         -6.89         -4.59        223.78
             3.00          3.20         -6.89         -4.59        629.48
             3.20          3.40         -6.89         -4.59       1984.86
             3.40          3.60         -6.89         -4.59       4441.61
             3.60          3.80         -6.89         -4.59      10886.68
             3.80          4.00         -6.89         -4.59      22079.60
             4.00          4.20         -6.89         -4.59      47718.37
             4.20          4.40         -6.89         -4.59      91568.75
             4.40          4.60         -6.89         -4.59     176855.02
             4.60          4.80         -6.89         -4.59     337681.28
             4.80          5.00         -6.89         -4.59     530293.96
             5.00          5.20         -6.89         -4.59     864046.78
             5.20          5.40         -6.89         -4.59    1320024.56
             5.40          5.60         -6.89         -4.59    1973028.18
             5.60          5.80         -6.89         -4.59    2754677.29
             5.80          6.00         -6.89         -4.59    4031953.26
             6.00          6.20         -6.89         -4.59    5461161.48
             6.20          6.40         -6.89         -4.59    7595468.10
             6.40          6.60         -6.89         -4.59   10291555.62
             6.60          6.80         -6.89         -4.59   12387150.40
             6.80          7.00         -6.89         -4.59   16624508.06
             7.00          7.20         -6.89         -4.59   20784054.09
             7.20          7.40         -6.89         -4.59   25936952.56
             7.40          7.60         -6.89         -4.59   33255003.55
             7.60          7.80         -6.89         -4.59   42188140.19
             7.80          8.00         -6.89         -4.59   51347191.30
             8.00          8.20         -6.89         -4.59   62665164.80
             8.20          8.40         -6.89         -4.59   76358239.35
             8.40          8.60         -6.89         -4.59   93567807.76
             8.60          8.80         -6.89         -4.59   113980880.36
             8.80          9.00         -6.89         -4.59   135142128.67
             9.00          9.20         -6.89         -4.59          0.00
             9.20          9.40         -6.89         -4.59          0.00
             9.40          9.60         -6.89         -4.59          0.00
             9.60          9.80         -6.89         -4.59          0.00
             9.80         10.00         -6.89         -4.59          0.00
             2.00          2.20         -4.59         -2.29          1.48
             2.20          2.40         -4.59         -2.29         11.99
             2.40          2.60         -4.59         -2.29         81.41
             2.60          2.80         -4.59         -2.29        298.01
             2.80          3.00         -4.59         -2.29        749.09
             3.00          3.20         -4.59         -2.29       2166.86
             3.20          3.40         -4.59         -2.29       5284.30
             3.40          3.60         -4.59         -2.29      11976.73
             3.60          3.80         -4.59         -2.29      24610.00
             3.80          4.00         -4.59         -2.29      52087.08
             4.00          4.20         -4.59         -2.29      98041.86
             4.20          4.40         -4.59         -2.29     178427.19
             4.40          4.60         -4.59         -2.29     302096.17
             4.60          4.80         -4.59         -2.29     490671.54
             4.80          5.00         -4.59         -2.29     761281.79
             5.00          5.20         -4.59         -2.29    1203013.99
             5.20          5.40         -4.59         -2.29    1797559.40
             5.40          5.60         -4.59         -2.29    2561223.77
             5.60          5.80         -4.59         -2.29    3506384.88
             5.80          6.00         -4.59         -2.29    5187395.01
             6.00          6.20         -4.59         -2.29    6728523.68
             6.20          6.40         -4.59         -2.29    9260928.82
             6.40          6.60         -4.59         -2.29   11603545.79
             6.60          6.80         -4.59         -2.29   16319732.54
             6.80          7.00         -4.59         -2.29   21180793.99
             7.00          7.20         -4.59         -2.29   27172541.54
             7.20          7.40         -4.59         -2.29   32922934.49
             7.40          7.60         -4.59         -2.29   41905274.86
             7.60          7.80         -4.59         -2.29   52111882.59
             7.80          8.00         -4.59         -2.29   66614856.80
             8.00          8.20         -4.59         -2.29   80641306.53
             8.20          8.40         -4.59         -2.29   101091431.25
             8.40          8.60         -4.59         -2.29   124247954.49
             8.60          8.80         -4.59         -2.29   147898209.61
             8.80          9.00         -4.59         -2.29   180592863.87
             9.00          9.20         -4.59         -2.29          0.00
             9.20          9.40         -4.59         -2.29          0.00
             9.40          9.60         -4.59         -2.29          0.00
             9.60          9.80         -4.59         -2.29          0.00
             9.80         10.00         -4.59         -2.29          0.00
             2.00          2.20         -2.29          0.00          2.12
             2.20          2.40         -2.29          0.00         21.24
             2.40          2.60         -2.29          0.00        125.88
             2.60          2.80         -2.29          0.00        352.39
             2.80          3.00         -2.29          0.00       1049.62
             3.00          3.20         -2.29          0.00       2891.62
             3.20          3.40         -2.29          0.00       6695.77
             3.40          3.60         -2.29          0.00      14462.78
             3.60          3.80         -2.29          0.00      30156.90
             3.80          4.00         -2.29          0.00      63063.49
             4.00          4.20         -2.29          0.00     107801.04
             4.20          4.40         -2.29          0.00     205380.27
             4.40          4.60         -2.29          0.00     344012.69
             4.60          4.80         -2.29          0.00     551003.34
             4.80          5.00         -2.29          0.00     840256.46
             5.00          5.20         -2.29          0.00    1282213.22
             5.20          5.40         -2.29          0.00    1897793.38
             5.40          5.60         -2.29          0.00    2735040.22
             5.60          5.80         -2.29          0.00    3852168.89
             5.80          6.00         -2.29          0.00    5016629.86
             6.00          6.20         -2.29          0.00    7142861.39
             6.20          6.40         -2.29          0.00    9859561.08
             6.40          6.60         -2.29          0.00   12051468.17
             6.60          6.80         -2.29          0.00   16129464.67
             6.80          7.00         -2.29          0.00   20872335.48
             7.00          7.20         -2.29          0.00   28394423.23
             7.20          7.40         -2.29          0.00   36111080.51
             7.40          7.60         -2.29          0.00   44472361.78
             7.60          7.80         -2.29          0.00   57882811.37
             7.80          8.00         -2.29          0.00   68664389.68
             8.00          8.20         -2.29          0.00   82326026.43
             8.20          8.40         -2.29          0.00   107503727.01
             8.40          8.60         -2.29          0.00   134542452.66
             8.60          8.80         -2.29          0.00   160499715.08
             8.80          9.00         -2.29          0.00   199248093.46
             9.00          9.20         -2.29          0.00          0.00
             9.20          9.40         -2.29          0.00          0.00
             9.40          9.60         -2.29          0.00          0.00
             9.60          9.80         -2.29          0.00          0.00
             9.80         10.00         -2.29          0.00          0.00
             2.00          2.20          0.00          2.29          2.58
             2.20          2.40          0.00          2.29         27.86
             2.40          2.60          0.00          2.29        121.04
             2.60          2.80          0.00          2.29        408.56
             2.80          3.00          0.00          2.29       1200.61
             3.00          3.20          0.00          2.29       2833.64
             3.20          3.40          0.00          2.29       6339.66
             3.40          3.60          0.00          2.29      13811.55
             3.60          3.80          0.00          2.29      28865.79
             3.80          4.00          0.00          2.29      63577.64
             4.00          4.20          0.00          2.29     115385.78
             4.20          4.40          0.00          2.29     203220.54
             4.40          4.60          0.00          2.29     353597.84
             4.60          4.80          0.00          2.29     562321.97
             4.80          5.00          0.00          2.29     874961.42
             5.00          5.20          0.00          2.29    1231296.95
             5.20          5.40          0.00          2.29    1848401.11
             5.40          5.60          0.00          2.29    2730141.50
             5.60          5.80          0.00          2.29    3564879.62
             5.80          6.00          0.00          2.29    5155448.00
             6.00          6.20          0.00          2.29    6791640.03
             6.20          6.40          0.00          2.29    9243106.25
             6.40          6.60          0.00          2.29   11567946.31
             6.60          6.80          0.00          2.29   15266802.67
             6.80          7.00          0.00          2.29   19305808.16
             7.00          7.20          0.00          2.29   25058533.92
             7.20          7.40          0.00          2.29   30527162.50
             7.40          7.60          0.00          2.29   39993302.15
             7.60          7.80          0.00          2.29   49233272.93
             7.80          8.00          0.00          2.29   56883364.65
             8.00          8.20          0.00          2.29   67985310.27
             8.20          8.40          0.00          2.29   81128603.52
             8.40          8.60          0.00          2.29   98488877.96
             8.60          8.80          0.00          2.29   112409033.62
             8.80          9.00          0.00          2.29   134467318.51
             9.00          9.20          0.00          2.29          0.00
             9.20          9.40          0.00          2.29          0.00
             9.40          9.60          0.00          2.29          0.00
             9.60          9.80          0.00          2.29          0.00
             9.80         10.00          0.00          2.29          0.00
             2.00          2.20          2.29          4.59          4.43
             2.20          2.40          2.29          4.59         34.41
             2.40          2.60          2.29          4.59        160.30
             2.60          2.80          2.29          4.59        476.70
             2.80          3.00          2.29          4.59       1163.09
             3.00          3.20          2.29          4.59       3042.04
             3.20          3.40          2.29          4.59       6843.71
             3.40          3.60          2.29          4.59      15800.24
             3.60          3.80          2.29          4.59      34359.64
             3.80          4.00          2.29          4.59      57253.75
             4.00          4.20          2.29          4.59     109711.61
             4.20          4.40          2.29          4.59     198460.02
             4.40          4.60          2.29          4.59     342847.14
             4.60          4.80          2.29          4.59     554176.16
             4.80          5.00          2.29          4.59     820755.72
             5.00          5.20          2.29          4.59    1209962.29
             5.20          5.40          2.29          4.59    1773520.95
             5.40          5.60          2.29          4.59    2540802.12
             5.60          5.80          2.29          4.59    3472421.62
             5.80          6.00          2.29          4.59    4626555.10
             6.00          6.20          2.29          4.59    6291585.76
             6.20          6.40          2.29          4.59    8113640.99
             6.40          6.60          2.29          4.59   10568859.48
             6.60          6.80          2.29          4.59   13060338.08
             6.80          7.00          2.29          4.59   16601385.44
             7.00          7.20          2.29          4.59   19661489.44
             7.20          7.40          2.29          4.59   23333028.73
             7.40          7.60          2.29          4.59   28014938.79
             7.60          7.80          2.29          4.59   31644212.38
             7.80          8.00          2.29          4.59   35178375.88
             8.00          8.20          2.29          4.59   41670497.74
             8.20          8.40          2.29          4.59   44020960.84
             8.40          8.60          2.29          4.59   44799378.33
             8.60          8.80          2.29          4.59   48468165.47
             8.80          9.00          2.29          4.59   45282512.25
             9.00          9.20          2.29          4.59          0.00
             9.20          9.40          2.29          4.59          0.00
             9.40          9.60          2.29          4.59          0.00
             9.60          9.80          2.29          4.59          0.00
             9.80         10.00          2.29          4.59          0.00
             2.00          2.20          4.59          6.89          4.57
             2.20          2.40          4.59          6.89         35.16
             2.40          2.60          4.59          6.89        169.75
             2.60          2.80          4.59          6.89        465.83
             2.80          3.00          4.59          6.89       1269.94
             3.00          3.20          4.59          6.89       3182.75
             3.20          3.40          4.59          6.89       7259.47
             3.40          3.60          4.59          6.89      14919.83
             3.60          3.80          4.59          6.89      32030.54
             3.80          4.00          4.59          6.89      62216.70
             4.00          4.20          4.59          6.89     105987.80
             4.20          4.40          4.59          6.89     200170.80
             4.40          4.60          4.59          6.89     336233.11
             4.60          4.80          4.59          6.89     540544.49
             4.80          5.00          4.59          6.89     817867.70
             5.00          5.20          4.59          6.89    1201216.18
             5.20          5.40          4.59          6.89    1669479.22
             5.40          5.60          4.59          6.89    2300323.65
             5.60          5.80          4.59          6.89    3187479.89
             5.80          6.00          4.59          6.89    4283830.60
             6.00          6.20          4.59          6.89    5517515.10
             6.20          6.40          4.59          6.89    6773102.18
             6.40          6.60          4.59          6.89    8488668.86
             6.60          6.80          4.59          6.89   10754185.12
             6.80          7.00          4.59          6.89   12485992.97
             7.00          7.20          4.59          6.89   14401794.03
             7.20          7.40          4.59          6.89   16579044.57
             7.40          7.60          4.59          6.89   18960765.92
             7.60          7.80          4.59          6.89   18866239.12
             7.80          8.00          4.59          6.89   21921986.70
             8.00          8.20          4.59          6.89   21072281.31
             8.20          8.40          4.59          6.89   21022103.03
             8.40          8.60          4.59          6.89   17156553.09
             8.60          8.80          4.59          6.89   16307027.23
             8.80          9.00          4.59          6.89   13157211.77
             9.00          9.20          4.59          6.89          0.00
             9.20          9.40          4.59          6.89          0.00
             9.40          9.60          4.59          6.89          0.00
             9.60          9.80          4.59          6.89          0.00
             9.80         10.00          4.59          6.89          0.00
             2.00          2.20          6.89          9.21          4.92
             2.20          2.40          6.89          9.21         38.70
             2.40          2.60          6.89          9.21        179.06
             2.60          2.80          6.89          9.21        499.78
             2.80          3.00          6.89          9.21       1261.84
             3.00          3.20          6.89          9.21       3132.42
             3.20          3.40          6.89          9.21       7931.24
             3.40          3.60          6.89          9.21      16750.79
             3.60          3.80          6.89          9.21      31430.92
             3.80          4.00          6.89          9.21      61020.79
             4.00          4.20          6.89          9.21     120515.47
             4.20          4.40          6.89          9.21     193339.02
             4.40          4.60          6.89          9.21     343293.68
             4.60          4.80          6.89          9.21     501964.60
             4.80          5.00          6.89          9.21     806589.29
             5.00          5.20          6.89          9.21    1184252.50
             5.20          5.40          6.89          9.21    1556886.83
             5.40          5.60          6.89          9.21    2152443.09
             5.60          5.80          6.89          9.21    2827631.12
             5.80          6.00          6.89          9.21    3625109.88
             6.00          6.20          6.89          9.21    4712343.95
             6.20          6.40          6.89          9.21    6254446.28
             6.40          6.60          6.89          9.21    7099497.91
             6.60          6.80          6.89          9.21    8746697.38
             6.80          7.00          6.89          9.21   10280548.50
             7.00          7.20          6.89          9.21   10607001.42
             7.20          7.40          6.89          9.21   11821097.13
             7.40          7.60          6.89          9.21   11211700.23
             7.60          7.80          6.89          9.21   11695572.30
             7.80          8.00          6.89          9.21   12140193.62
             8.00          8.20          6.89          9.21   10221272.75
             8.20          8.40          6.89          9.21   10658536.60
             8.40          8.60          6.89          9.21    9194775.85
             8.60          8.80          6.89          9.21    5608565.67
             8.80          9.00          6.89          9.21    2828259.97
             9.00          9.20          6.89          9.21          0.00
             9.20          9.40          6.89          9.21          0.00
             9.40          9.60          6.89          9.21          0.00
             9.60          9.80          6.89          9.21          0.00
             9.80         10.00          6.89          9.21          0.00
             2.00          2.20          9.21         11.54          6.26
             2.20          2.40          9.21         11.54         42.39
             2.40          2.60          9.21         11.54        152.05
             2.60          2.80          9.21         11.54        522.01
             2.80          3.00          9.21         11.54       1300.02
             3.00          3.20          9.21         11.54       3021.69
             3.20          3.40          9.21         11.54       7417.36
             3.40          3.60          9.21         11.54      16333.82
             3.60          3.80          9.21         11.54      34690.37
             3.80          4.00          9.21         11.54      62065.50
             4.00          4.20          9.21         11.54     120413.51
             4.20          4.40          9.21         11.54     193497.51
